Nº,Project,TestClassName,No. Methods,Vocabulary,Word,Strings,Numeric Literals,Comments,Special,Non Whithe Characters,No. Method Invoctions,No. Field Access,No. Primitives,AST size,Max Depth,Avg Depth,Avg Depth Squared,Avg Depth Triple,Deg2,Deg3,DegPerm,Dexterity,No. Expressions,No. Try,No. Catch,No. Loop,No. Break,No. Continue,No. Conditions,No. Else,No. &&,No. ||,No. Ternary,Bad API,Junit,Hamcrest,Mockito
12,RxJava,FlowableThrottleFirstTimed,10,58,172,41,3,0,289,2025,23,9,17,243,13,3.9958847736625516,13.930041152263374,77.35390946502058,1917,21343,2116108892,31,258,0,0,0,0,0,8,1,0,0,0,0,0,0,0
13,RxJava,BiConsumerSingleObserver,6,29,73,0,1,0,118,935,11,1,6,94,11,4.4361702127659575,16.414893617021278,91.11702127659575,700,5144,2004312880,27,102,2,2,0,0,0,0,0,0,0,0,0,0,0,0
14,RxJava,MaybeIsEmptySingleTest,1,10,14,0,1,0,33,156,4,0,1,29,12,4,24.896551724137932,215.86206896551724,91,277,180,17,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15,RxJava,FlowableCombineLatest,27,132,687,174,25,122,1363,7795,87,22,69,1337,16,3.237097980553478,12.474195961106956,75.55123410620793,6846,78284,-744745614,50,1045,4,4,7,4,0,37,12,4,1,0,0,0,0,0
16,RxJava,SampleTimedSubscriber,10,51,122,39,3,0,208,1493,21,6,14,161,12,4.198757763975156,14.496894409937887,77.72670807453416,1477,20517,-1853877122,28,181,0,0,0,0,0,4,1,0,0,0,0,0,0,0
17,RxJava,MaybeIgnoreElementTest,4,23,46,0,0,0,85,561,12,0,3,90,13,3.1777777777777776,15.88888888888889,122.71111111111111,302,1160,5669,17,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,RxJava,ScalarSubscription,10,36,85,40,5,330,220,1461,11,2,14,107,10,5.05607476635514,16.626168224299064,78.57009345794393,1236,15116,862463112,32,128,0,0,0,0,0,4,0,0,0,0,0,0,0,0
19,RxJava,SafeSubscriberTest,96,163,1708,1915,97,322,3489,23199,398,7,100,3861,14,2.6555296555296555,10.206941206941208,58.51100751100751,17031,243993,128024771,42,2708,27,13,0,0,0,7,0,0,0,0,0,1,0,0
20,RxJava,DisposeOnCancelTest,1,18,29,0,1,0,48,301,11,0,1,53,8,2.5660377358490565,8.528301886792454,39.24528301886792,189,807,5870,16,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21,RxJava,ObservableCombineLatest,18,92,434,53,14,0,861,4966,46,18,46,833,16,3.480192076830732,13.907563025210084,89.93637454981993,4410,43300,-1524204567,44,660,1,1,6,2,0,25,3,2,3,0,0,0,0,0
22,RxJava,TakeUntilMainSubscriber,11,35,134,0,2,0,198,1792,16,6,13,155,9,4.225806451612903,12.522580645161291,51.87741935483871,1494,14236,-1194742684,23,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,RxJava,QueueSubscriptionTest,15,29,66,19,4,0,131,1133,6,0,19,64,8,6.28125,18.125,75,958,6232,79853156,23,105,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,RxJava,CompletableFromSingleObserver,4,15,31,0,0,0,41,340,3,1,3,24,7,6.333333333333333,18.5,73.08333333333333,296,1840,3631061,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,RxJava,CompletableToSingle,6,28,84,24,0,0,134,1096,8,4,4,107,12,4.831775700934579,18.42056074766355,105.8785046728972,707,3663,39960478,28,117,1,1,0,0,0,2,2,0,0,0,0,0,0,0
26,RxJava,FlowableOnBackpressureBufferStrategy,11,75,281,0,7,96,539,3275,42,11,26,526,15,3.2186311787072244,12.344106463878328,76.59885931558935,2887,30791,-1051856149,42,410,1,1,2,5,0,22,3,0,0,0,0,0,0,0
27,RxJava,MaybeDetach,9,28,106,0,0,101,184,1318,8,3,7,155,10,3.9548387096774196,13.787096774193548,67.70967741935483,933,6247,2004676556,30,153,0,0,0,0,0,4,0,0,0,0,0,0,0,0
28,RxJava,FlatMapWithCombinerOuter,2,19,61,51,0,0,97,696,2,2,0,61,9,5.967213114754099,20.524590163934427,99.50819672131148,487,2557,39922225,24,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,RxJava,WindowBoundaryMainObserver,13,88,339,46,8,0,654,3467,58,8,17,653,18,3.1546707503828486,12.854517611026033,89.65390505359878,3041,32805,-762491283,40,487,1,1,6,2,4,24,2,1,0,0,0,0,0,0
30,RxJava,FlowableLiftTest,2,30,39,18,2,0,79,522,10,0,1,94,16,3.24468085106383,20.96808510638298,215.9255319148936,258,936,5429,24,58,1,1,0,0,0,0,0,0,0,0,0,1,0,0
31,RxJava,SubscriptionLambdaSubscriber,7,35,123,0,0,0,193,1368,18,7,7,176,10,3.7329545454545454,12.789772727272727,62.4375,1062,8432,-898428563,25,173,3,3,0,0,0,3,1,0,0,0,0,0,0,0
32,RxJava,FutureObserver,12,47,162,46,4,118,377,2219,30,2,11,306,12,3.473856209150327,14.277777777777779,87.31699346405229,1700,18352,-772307997,35,260,0,0,3,0,0,17,1,0,3,0,0,0,0,0
33,RxJava,TestDisposableObserver,4,18,37,0,0,0,62,396,2,0,6,23,7,9.304347826086957,27.82608695652174,110,407,3115,1932055315,18,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,RxJava,MulticastProcessor,26,131,706,327,29,6560,2095,13657,85,10,54,1281,22,3.1647150663544106,14.402810304449648,117.95160031225605,6614,102542,-1764158182,54,1059,1,1,12,9,2,54,8,4,2,1,0,0,0,0
35,RxJava,AsyncProcessorAsPublisherTckTest,4,28,45,0,5,0,101,619,9,0,5,96,16,3.4583333333333335,20.3125,206.58333333333334,354,1346,6230,28,70,1,1,2,0,0,1,0,0,0,0,0,0,0,0
36,RxJava,ObservableAll,9,35,121,0,0,0,210,1355,16,5,9,162,10,4.339506172839506,14.648148148148149,69.85802469135803,1130,8274,-288155424,28,170,1,1,0,0,0,5,0,0,0,0,0,0,0,0
37,RxJava,MergerBiFunction,2,25,108,0,2,70,207,831,23,1,1,187,12,3.1390374331550803,11.866310160427808,67.75935828877006,718,3348,4032454,31,159,0,0,3,0,0,3,2,1,0,4,0,0,0,0
38,RxJava,BadObservableSubscribe,2,19,23,17,0,0,42,355,3,0,2,27,9,5.777777777777778,22.666666666666668,121.33333333333333,185,801,2241,18,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0
39,RxJava,SingleNever,2,11,17,0,0,0,27,250,1,0,1,9,7,11.222222222222221,35.44444444444444,151.88888888888889,164,798,5942,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,RxJava,CompletableConcat,17,84,271,11,7,0,504,3531,41,10,30,487,15,3.431211498973306,13.603696098562628,87.27104722792608,2872,35056,1449574642,38,425,1,1,1,1,0,18,4,1,0,1,0,0,0,0
41,RxJava,A,0,3,3,0,0,0,5,17,0,0,0,0,3,0,0,0,11,29,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,RxJava,B,0,2,2,0,0,0,4,15,0,0,0,0,3,0,0,0,5,9,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,RxJava,ObservableIgnoreElements,9,24,67,0,0,0,107,795,6,2,7,56,9,6.767857142857143,22.089285714285715,100.625,721,5597,2004353826,22,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,RxJava,CompositeExceptionTest,29,96,592,1127,24,157,1632,8797,166,0,26,1277,13,2.7290524667188722,11.097102584181675,67.06577916992953,5097,43105,1148447087,41,953,2,2,2,0,0,2,2,0,0,0,0,1,0,0
45,RxJava,CompletionThread,2,22,48,98,0,41,111,828,4,3,1,85,14,4.329411764705882,21.011764705882353,164.8470588235294,408,1884,3629312,33,74,1,1,1,0,0,3,2,0,0,0,0,0,0,0
46,RxJava,TimeIntervalTckTest,1,12,15,0,1,0,26,191,2,0,2,11,8,7.909090909090909,28.09090909090909,142.63636363636363,115,471,908,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,RxJava,CompletableHide,8,24,63,0,0,85,100,978,7,4,6,71,10,4.929577464788732,17.380281690140844,89.69014084507042,645,4453,1932419158,23,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0
48,RxJava,SimpleQueue,5,13,28,0,0,1139,136,1298,0,0,4,0,5,0,0,0,202,1188,363214,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,RxJava,FlowableDoOnEach,15,51,438,0,0,0,755,4772,65,12,14,754,18,3.557029177718833,16.087533156498672,125.52254641909815,3342,19262,1645657175,32,591,21,19,0,0,0,16,3,0,0,0,0,1,0,0
50,RxJava,CompletablePeekTest,3,28,33,0,1,0,71,484,10,0,3,68,17,4.014705882352941,31.191176470588236,364.0147058823529,230,868,1211,20,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51,RxJava,Notification,12,31,143,121,1,1555,407,3101,12,1,5,201,11,3.746268656716418,13.318407960199005,70.25373134328358,1409,11909,110738256,38,209,0,0,0,0,0,5,0,2,0,1,0,0,0,0
52,RxJava,FlowableProcessor,5,15,28,0,0,1301,157,1722,0,0,3,17,8,8.647058823529411,24.058823529411764,103.23529411764706,405,3411,1932094993,19,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,RxJava,ObservableMergeWithCompletable,15,44,169,0,2,214,278,2480,18,6,16,195,10,4.553846153846154,14.35897435897436,64.55384615384615,1933,20645,-732392389,31,235,0,0,0,0,0,2,0,0,0,0,0,0,0,0
54,RxJava,ObservableAmb,13,62,282,45,21,0,565,3137,32,8,23,523,18,3.7648183556405352,17.7112810707457,140.90439770554494,2453,14583,1683464207,42,436,1,1,5,0,0,16,7,0,0,0,0,0,0,0
55,RxJava,ObservableDetach,9,29,104,0,0,155,176,1329,11,10,7,146,10,3.952054794520548,13.404109589041095,65.1027397260274,930,6304,2004676593,28,155,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56,RxJava,FutureSubscriber,12,49,160,46,4,119,365,2213,28,2,12,295,12,3.4677966101694917,13.820338983050847,81.69152542372882,1704,18482,-772307301,35,255,0,0,3,0,0,16,0,0,3,0,0,0,0,0
57,RxJava,ToMultimapTckTest,2,17,24,0,3,0,44,316,4,0,2,19,9,7.368421052631579,26.63157894736842,142.52631578947367,196,814,1675,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,RxJava,SafeSubscriber,9,34,274,224,0,343,561,3584,53,3,10,567,16,3.0617283950617282,15.08289241622575,116.1305114638448,1949,11663,109646417,33,386,16,16,0,0,0,9,0,0,0,0,0,0,0,0
59,RxJava,CompletableMergeIterable,6,44,141,76,3,0,256,1869,28,4,6,255,12,3.145098039215686,11.372549019607844,62.86274509803921,1203,6805,1935766134,31,203,3,3,1,1,0,7,1,0,0,0,0,0,0,0
60,RxJava,FlowableMapNotificationTest,18,63,284,49,37,0,545,3149,66,0,7,673,16,2.552748885586924,12.728083209509657,108.71619613670134,2409,14997,1643596271,27,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,RxJava,ObservableDematerializeTest,12,66,352,48,23,0,637,3854,129,0,11,747,19,2.5113788487282465,10.816599732262382,83.6760374832664,2359,10655,479545625,23,544,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,RxJava,FlowableFlatMapCompletable,20,81,267,41,9,97,481,3544,41,11,31,383,15,4.0835509138381205,14.992167101827675,90.0261096605744,2961,34523,-722571367,36,397,1,1,0,0,0,11,6,1,0,0,0,0,0,0
63,RxJava,FlowableBufferBoundary,28,116,589,80,10,0,1058,6676,86,17,42,953,16,3.5666316894018886,12.71878279118573,70.92654774396642,6162,82980,-1180525413,39,853,1,1,4,2,0,25,3,2,0,0,0,0,0,0
64,RxJava,FlowableConcatMapEager,15,99,438,33,10,0,854,4945,77,14,34,822,20,3.3053527980535278,13.82360097323601,104.21776155717761,4387,56973,1972443516,41,669,2,2,3,3,1,32,4,4,0,1,0,0,0,0
65,RxJava,FlowableFlatMap,30,152,968,140,58,0,2103,10413,134,21,81,2034,23,3.1386430678466075,13.954768928220256,110.59587020648968,9853,151241,-19537966,49,1537,3,3,12,9,2,93,16,15,7,0,0,0,0,0
66,RxJava,TestException,4,7,23,0,1,391,79,710,0,0,1,12,5,8.666666666666666,20.5,61.666666666666664,263,1715,3629964,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,RxJava,Array9Func,2,22,73,39,10,0,122,461,1,1,0,82,10,4.329268292682927,12.695121951219512,59.353658536585364,926,9810,-168731291,30,114,0,0,0,0,0,1,0,0,0,0,0,0,0,0
68,RxJava,BufferBoundarySubscriber,19,109,431,80,9,0,805,4791,70,12,32,775,15,3.247741935483871,11.629677419354838,64.85806451612903,4602,69994,2008555127,38,637,1,1,4,2,0,22,2,2,0,0,0,0,0,0
69,RxJava,CompletableSubject,16,60,252,81,17,3402,887,6260,32,4,17,428,13,3.3434579439252334,13.315420560747663,79.84345794392523,2394,23438,2080237473,42,388,0,0,5,1,0,15,4,2,0,0,0,0,0,0
70,RxJava,LambdaSubscriberTest,42,84,624,119,26,0,1144,7183,126,0,42,1505,16,2.527574750830565,11.520265780730897,85.31960132890366,4869,23479,483183922,24,907,2,0,0,0,0,0,0,0,0,0,0,1,0,0
71,RxJava,FlowableSubscriberTest,112,152,1119,414,105,90,2176,13572,207,0,117,2852,20,2.726507713884993,14.703366058906031,137.37938288920057,10179,69733,739199203,36,1687,8,2,0,0,0,1,0,0,0,0,0,1,0,0
72,RxJava,NewLinesBeforeAnnotation,6,62,192,177,16,254,538,2285,55,0,14,460,27,2.9043478260869566,21.17391304347826,334.9391304347826,1504,7370,1279313521,39,341,1,0,7,3,0,10,1,3,0,0,0,0,0,0
73,RxJava,DelayWithMainObserver,5,18,47,0,0,0,66,547,4,2,4,37,7,6.5675675675675675,19.216216216216218,73.54054054054055,441,2897,479004077,19,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,RxJava,CompletableSubscribeOn,9,36,93,0,1,0,127,1293,11,5,8,108,9,4.425925925925926,13.314814814814815,56.98148148148148,1014,8846,-898066857,22,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,RxJava,CompletableFromSingle,6,22,52,0,0,0,70,635,4,2,4,43,9,6.558139534883721,22,105.48837209302326,499,3001,3994761,19,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,RxJava,ObservableConcatMapCompletablePerf,7,48,119,42,5,0,198,1459,12,0,2,176,14,3.9431818181818183,17.522727272727273,124.82954545454545,1037,7401,2004212796,30,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,RxJava,MaybeCount,10,31,94,0,2,92,151,1242,8,4,7,99,10,5.262626262626263,17.767676767676768,85.14141414141415,908,6560,1757950599,27,133,0,0,0,0,0,1,0,0,0,0,0,0,0,0
78,RxJava,ObservableBuffer,17,61,310,121,3,0,527,3298,43,15,27,454,13,3.9162995594713657,14.295154185022026,79.88105726872247,3036,30060,1599406138,34,447,2,2,2,0,0,11,2,0,0,0,0,0,0,0
79,RxJava,BufferedReplayCallable,2,10,25,0,0,0,36,329,1,2,2,19,7,7.421052631578948,21.42105263157895,83.21052631578948,228,1186,363155,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,RxJava,CombineLatestIterableDelayErrorTckTest,2,21,31,11,2,0,55,381,5,0,1,52,13,3.7115384615384617,19.673076923076923,169.05769230769232,245,1127,10347,21,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,RxJava,TimerTckTest,2,14,16,0,2,0,27,240,2,0,2,14,8,6.428571428571429,21.857142857142858,109.71428571428571,149,691,1633,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,RxJava,FlowableFlatMapSingle,20,100,490,36,20,134,987,5582,94,14,38,920,16,3.2206521739130434,12.59891304347826,78.54673913043479,4597,54131,1975982920,43,740,1,1,3,2,0,35,9,5,2,1,0,0,0,0
83,RxJava,Completable,107,266,2285,1482,10,73539,12574,100074,242,0,31,1823,12,4.591881513987932,14.673066374108613,68.90016456390565,29454,1522610,-1670235881,41,3143,2,3,0,0,0,12,2,0,0,0,0,0,0,0
84,RxJava,WindowBoundaryInnerSubscriber,4,17,42,0,0,0,72,493,4,1,4,48,8,4.708333333333333,14.125,59.208333333333336,404,2656,479003325,21,56,0,0,0,0,0,3,0,0,0,0,0,0,0,0
85,RxJava,DefaultUnboundedFactory,1,6,8,0,1,0,14,139,0,0,0,9,8,6.666666666666667,27.11111111111111,152.66666666666666,70,282,266,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,RxJava,UnsubscribeObserver,8,30,75,0,1,0,139,955,13,4,8,94,10,5.01063829787234,18.372340425531913,96.09574468085107,882,8820,109644827,25,113,0,0,0,0,0,5,0,0,0,0,0,0,0,0
87,RxJava,SingleHide,8,25,73,0,0,0,115,871,7,4,6,69,10,6.260869565217392,22.231884057971016,112.34782608695652,728,5174,1279311575,22,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88,RxJava,ObservableAny,9,35,121,0,0,0,209,1348,16,5,9,161,10,4.409937888198757,15.180124223602485,73.54037267080746,1123,8237,-288155443,28,170,1,1,0,0,0,5,0,0,0,0,0,0,0,0
89,RxJava,MaybeFilter,9,35,114,0,0,130,193,1417,12,7,8,137,10,4.759124087591241,16.364963503649633,78.94890510948905,1040,7472,2007821804,30,156,1,1,0,0,0,2,1,0,0,0,0,0,0,0
90,RxJava,UsingObserver,7,35,131,33,1,0,249,1656,20,5,9,230,15,3.7782608695652176,18.230434782608697,143.9695652173913,1190,9662,109649905,33,201,3,3,0,0,0,8,2,0,0,0,0,0,0,0
91,RxJava,ParallelReduceFullMainSubscriber,5,50,163,41,5,0,331,1837,23,2,7,296,17,3.7027027027027026,17.844594594594593,145.1081081081081,1259,7171,2004196204,43,242,1,1,4,1,2,11,4,0,0,0,0,0,0,0
92,RxJava,ObservableConverter,1,8,15,0,0,358,54,445,0,0,0,0,6,0,0,0,81,383,868,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,RxJava,BlockingFirstSubscriber,2,14,26,0,0,82,59,352,4,0,2,36,8,4.083333333333333,14.083333333333334,68.58333333333333,221,1123,41850,20,38,0,0,0,0,0,2,1,0,0,0,0,0,0,0
94,RxJava,BoundedConsumer,2,9,16,0,0,0,21,223,1,1,3,13,7,6.769230769230769,20.923076923076923,89.84615384615384,155,817,10142,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,RxJava,BehaviorProcessor,31,125,705,408,30,8431,2307,15668,97,11,35,1238,18,3.1050080775444266,12.169628432956381,78.06623586429725,6603,95175,-767879538,48,1052,0,0,9,1,0,45,6,3,4,0,0,0,0,0
96,RxJava,ObservableFromUnsafeSource,2,10,21,0,0,0,30,271,1,1,1,13,7,9.307692307692308,29.615384615384617,126.07692307692308,182,926,41136,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,RxJava,BasicFuseableObserver,14,42,134,51,1,1136,377,2696,15,5,17,181,13,4.30939226519337,16.45303867403315,102.29834254143647,1749,24223,1484881748,39,193,0,0,0,0,0,8,0,0,0,0,0,0,0,0
98,RxJava,BadObservableConnect2,4,23,34,9,0,0,64,508,6,0,4,42,9,5.0476190476190474,18.38095238095238,92.61904761904762,308,1622,364676,20,47,1,1,0,0,0,0,0,0,0,0,0,0,0,0
99,RxJava,ObservableFilter,6,34,87,0,0,0,150,911,8,2,5,103,12,5.203883495145631,20.485436893203882,120.54368932038835,702,3600,3999343,29,113,1,1,1,0,0,3,1,0,1,0,0,1,0,0
100,RxJava,UsingSingleObserver,7,38,138,33,1,0,258,1591,20,5,9,231,15,3.9393939393939394,18.7012987012987,145.41991341991343,1270,10988,-2102120213,33,208,3,3,0,0,0,8,2,0,0,0,0,0,0,0
101,RxJava,FlowableFilterTest,55,132,974,171,119,280,1887,11227,291,0,53,2167,22,2.772035071527457,15.800184586986617,161.13936317489618,8000,58560,1899708474,33,1556,5,0,0,0,0,0,0,0,0,0,0,1,0,0
102,RxJava,AnySubscriber,6,35,85,0,1,0,156,977,13,3,8,130,9,3.8615384615384616,12.876923076923077,60.03076923076923,815,6035,2004192115,30,126,1,1,0,0,0,5,0,0,0,0,0,0,0,0
103,RxJava,BufferExactBoundedObserver,9,64,223,88,0,0,396,2509,34,8,16,393,12,3.145038167938931,10.727735368956743,55.343511450381676,2386,28682,-1375341181,33,341,3,3,0,0,0,8,0,0,1,0,0,0,0,0
104,RxJava,MergePublisherTckTest,1,13,22,0,2,0,33,252,6,0,1,26,11,4.653846153846154,23.346153846153847,176.57692307692307,144,558,933,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,RxJava,OnNextThread,5,20,85,3,1,38,142,1124,6,5,7,101,11,4.534653465346534,15.148514851485148,77.84158415841584,789,5459,2004316795,30,121,0,0,1,0,0,2,0,0,0,0,0,0,0,0
106,RxJava,IgnoreElementsTckTest,2,13,16,0,3,0,31,254,3,0,2,16,8,5.8125,19.4375,96.5625,155,711,1639,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,RxJava,FlowableConcatMapEagerPublisher,2,18,57,0,0,150,100,816,1,5,5,49,9,6.816326530612245,23.387755102040817,114.44897959183673,569,4275,1278987376,23,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,RxJava,ObservableDoOnEach,9,36,196,0,0,0,307,2135,24,11,8,266,12,4.146616541353383,14.289473684210526,72.2218045112782,1764,14220,-1623080579,26,267,5,5,0,0,0,4,0,0,0,0,0,0,0,0
109,RxJava,ObservableSkipLastTimedTest,15,73,417,0,61,0,737,4345,141,0,15,865,14,2.3803468208092484,9.524855491329479,61.27745664739884,3739,34107,-2146371971,25,680,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110,RxJava,WhenSourceSubscriber,5,25,64,0,4,0,97,813,6,3,7,70,8,5.185714285714286,14.785714285714286,57.47142857142857,777,6947,-288510155,26,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0
111,RxJava,DistinctSubscriber,7,43,116,64,2,0,223,1278,19,2,7,181,12,3.773480662983425,14.80110497237569,89.1988950276243,955,5955,2004318089,34,167,1,1,1,0,0,7,4,0,1,0,0,1,0,0
112,RxJava,HideSubscriber,7,20,56,0,0,0,88,624,7,3,7,56,9,5.375,17.410714285714285,79.73214285714286,598,4896,2004313345,20,78,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113,RxJava,ObservableConcatMapMaybeEmptyPerf,7,48,123,42,5,0,208,1500,12,0,2,186,15,3.9731182795698925,18.317204301075268,138.26344086021504,1060,7450,2004212816,30,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,RxJava,ObserverImpl,4,14,25,0,1,0,35,289,0,3,4,22,7,6.7272727272727275,21.181818181818183,90.72727272727273,259,1391,42678,17,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,RxJava,TimeoutSubscriber,10,58,191,48,4,0,344,2367,34,5,14,303,10,3.4224422442244222,11.785478547854785,57.679867986798676,1816,18622,-775573114,31,281,1,1,0,0,0,9,2,0,1,0,0,0,0,0
116,RxJava,IgnoreObservable,7,19,45,0,0,0,69,534,5,2,6,41,7,5.682926829268292,16.414634146341463,63.78048780487805,530,4648,2004312682,19,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,RxJava,State,9,53,191,25,5,0,398,2139,35,5,20,348,14,3.5488505747126435,14.083333333333334,89.85919540229885,2055,24139,1484793309,31,292,0,0,2,2,0,17,5,0,0,0,0,0,0,0
118,RxJava,FlowableSingleSingle,10,45,148,37,0,0,241,1768,12,6,8,213,11,3.9906103286384975,14.300469483568076,75.06103286384976,1392,10868,-419422165,28,219,0,0,0,0,0,7,1,0,0,0,0,0,0,0
119,RxJava,OnBackpressureBufferTckTest,1,11,13,0,1,0,22,193,2,0,2,11,8,6.636363636363637,24.272727272727273,129.36363636363637,105,453,900,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,RxJava,SingleInternalHelper,14,37,136,98,0,75,282,2082,3,2,2,99,10,9.252525252525253,34.02020202020202,172.64646464646464,1317,8193,1282642323,32,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,RxJava,DelaySubscriber,12,35,127,0,1,0,195,1301,13,9,14,148,9,4.8108108108108105,16.256756756756758,77.21621621621621,1427,14561,-522703572,26,182,2,0,0,0,0,1,0,0,0,1,0,0,0,0
122,RxJava,TestDisposableSubscriber,4,19,37,0,1,0,61,395,3,0,6,24,7,8.958333333333334,26.708333333333332,105.45833333333333,410,3122,1932055317,18,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,RxJava,ObservableSwitchMapCompletable,17,65,281,41,1,275,541,3888,44,10,20,431,16,3.9280742459396754,16.7122969837587,116.22969837587007,2635,24823,-1260776168,37,404,1,1,1,2,0,19,5,1,0,0,0,0,0,0
124,RxJava,IgnoreElementsSubscriber,7,25,63,0,0,0,93,788,6,3,6,77,9,4.181818181818182,13.792207792207792,64.64935064935065,614,4864,2004312763,22,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0
125,RxJava,TimeoutConsumer,7,28,80,0,1,0,132,998,15,2,9,111,9,3.828828828828829,12.945945945945946,63.234234234234236,770,5992,2004192167,23,120,0,0,0,0,0,3,1,0,0,0,0,0,0,0
126,RxJava,SampleMainEmitLast,4,21,46,0,5,0,115,634,10,1,6,81,12,4.222222222222222,17.925925925925927,116.66666666666667,430,2500,479002003,29,77,0,0,0,0,0,4,0,0,0,0,0,0,0,0
127,RxJava,ThrowingQueueSubscription,9,25,43,0,0,0,72,613,1,0,10,32,7,7.9375,23.3125,93.0625,588,4688,1278954414,19,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,RxJava,DistinctUntilChangedObserver,4,34,103,0,0,0,173,971,9,2,5,154,11,3.727272727272727,12.935064935064934,67.23376623376623,823,4955,1278953144,30,138,1,1,1,0,0,7,1,0,0,0,0,1,0,0
129,RxJava,CompletableDetach,8,25,80,0,0,124,137,1212,7,4,6,117,10,3.8290598290598292,13.367521367521368,67.62393162393163,736,4648,1932419230,26,122,0,0,0,0,0,3,0,0,0,0,0,0,0,0
130,RxJava,MaybeDelaySubscriptionOtherPublisher,15,51,180,0,1,131,289,2231,18,6,13,210,10,4.628571428571429,15.914285714285715,77.57142857142857,1654,12586,2122539310,31,250,0,0,0,0,0,4,1,0,0,0,0,0,0,0
131,RxJava,SubjectTest,3,18,41,221,0,0,105,636,16,0,2,86,10,3.116279069767442,12.534883720930232,73.30232558139535,292,1042,5468,19,65,2,2,0,0,0,0,0,0,0,0,0,1,0,0
132,RxJava,InnerRepeatObserver,4,20,27,0,1,0,42,380,4,0,5,20,6,7.3,19.8,70.6,304,1768,365381,16,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,RxJava,MulticastProcessorTest,62,122,1201,2,194,0,2340,12589,364,0,72,2778,15,2.411807055435565,9.843052555795536,66.49388048956084,11719,125177,695498642,33,1950,3,0,11,0,0,0,0,0,0,0,0,1,0,0
134,RxJava,ParallelFilterTry,17,58,334,79,4,100,620,4230,41,11,21,536,19,4.128731343283582,20.270522388059703,182.79664179104478,3056,20234,-1362719726,48,480,4,4,3,0,2,12,1,2,0,0,0,0,0,0
135,RxJava,ObservableFlatMapSingle,20,86,375,36,13,134,751,4436,69,11,28,659,16,3.509863429438543,13.619119878603945,84.12291350531108,3683,44095,-1628188343,40,558,1,1,3,2,0,22,5,4,1,1,0,0,0,0
136,RxJava,DoAfterObserver,4,25,53,0,0,0,86,530,6,1,3,63,11,4.888888888888889,19.047619047619047,111.55555555555556,419,2221,3635486,27,69,1,1,0,0,0,2,0,0,0,0,0,1,0,0
