project,module,commit,path_test,test_name,path_src,class_name,mutation,no_mutations,line_coverage,isAssertionRoulette,isEagerTest,isLazyTest,isMysteryGuest,isSensitiveEquality,isResourceOptimism,isForTestersOnly,isIndirectTesting,LOC_prod,HALSTEAD_prod,RFC_prod,CBO_prod,MPC_prod,IFC_prod,DAC_prod,DAC2_prod,LCOM1_prod,LCOM2_prod,LCOM3_prod,LCOM4_prod,CONNECTIVITY_prod,LCOM5_prod,COH_prod,TCC_prod,LCC_prod,ICH_prod,WMC_prod,NOA_prod,NOPA_prod,NOP_prod,McCABE_prod,BUSWEIMER_prod,LOC_test,HALSTEAD_test,RFC_test,CBO_test,MPC_test,IFC_test,DAC_test,DAC2_test,LCOM1_test,LCOM2_test,LCOM3_test,LCOM4_test,CONNECTIVITY_test,LCOM5_test,COH_test,TCC_test,LCC_test,ICH_test,WMC_test,NOA_test,NOPA_test,NOP_test,McCABE_test,BUSWEIMER_test,csm_CDSBP,csm_CC,csm_FD,csm_Blob,csm_SC,csm_MC,csm_LM,csm_FE,prod_readability,test_readability
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/renderer/xy/AbstractXYItemRendererTest.java,org.jfree.chart.renderer.xy.AbstractXYItemRendererTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/renderer/xy/AbstractXYItemRenderer.java,org.jfree.chart.renderer.xy.AbstractXYItemRenderer,0.110177404,1071,0.129720854,1,1,0,0,0,0,0,0,1769,8728.115409,332,61,279,6,12,9,1207,1036,171,184,0.099547511,4,0.108490566,2,4,0.571428571,53,12,0,12,166,0,189,684.9446318,42,11,34,34,1,1,28,28,0,1,-0.285714286,7,0.125,0,3,0,8,1,0,1,14,0,0,0,0,1,1,1,1,1,0.778810566,0.638960358
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/renderer/xy/XYSplineRendererTest.java,org.jfree.chart.renderer.xy.XYSplineRendererTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYSplineRenderer.java,org.jfree.chart.renderer.xy.XYSplineRenderer,0.09383378,373,0.2,1,1,0,0,0,0,0,0,512,4071.240128,46,19,33,6,4,4,42,6,36,37,0.378787879,2,0.423076923,2,2,0.2,13,4,1,3,35,0,141,529.2034293,24,9,19,19,0,0,10,10,0,0,-0.666666667,0,0,0,2,0,5,0,0,0,10,0,0,0,0,0,0,1,1,1,0.833958715,0.795090723
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/renderer/xy/StackedXYBarRendererTest.java,org.jfree.chart.renderer.xy.StackedXYBarRendererTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/renderer/xy/StackedXYBarRenderer.java,org.jfree.chart.renderer.xy.StackedXYBarRenderer,0.094155844,308,0.210084034,1,1,0,0,0,0,0,0,442,3275.685854,47,19,37,37,2,2,24,3,21,21,0.333333333,7,0.35,2,2,0,10,2,0,2,29,0,176,704.9095342,43,15,36,36,0,0,21,21,0,0,-0.4,0,0,0,4,0,7,0,0,0,11,0,0,0,0,0,0,1,1,1,0.828072114,0.80044726
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/renderer/xy/XYDifferenceRendererTest.java,org.jfree.chart.renderer.xy.XYDifferenceRendererTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYDifferenceRenderer.java,org.jfree.chart.renderer.xy.XYDifferenceRenderer,0.087001024,977,0.17173913,1,1,0,0,0,0,0,0,1243,8043.335297,123,31,98,3,6,4,247,194,53,62,0.137681159,4,0.186666667,1,2,0.322580645,25,6,0,6,77,0,213,936.8882221,36,16,30,30,0,0,15,15,0,0,-0.5,0,0,0,2,0,6,0,0,0,17,0,0,0,0,1,1,1,1,1,0.913542016,0.697810824
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/renderer/xy/XYLineAndShapeRendererTest.java,org.jfree.chart.renderer.xy.XYLineAndShapeRendererTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYLineAndShapeRenderer.java,org.jfree.chart.renderer.xy.XYLineAndShapeRenderer,0.314545455,550,0.525362319,1,1,0,0,0,0,0,0,1213,6510.429318,166,28,122,1,12,4,833,720,113,133,0.099667774,3,0.113636364,2,4,0.328125,44,12,0,12,122,0,301,1368.449153,73,19,64,64,0,0,36,36,0,0,-0.285714286,0,0,0,6,0,9,0,0,0,16,0,0,0,0,1,1,1,0,1,0.901154457,0.795130067
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/renderer/xy/XYAreaRendererTest.java,org.jfree.chart.renderer.xy.XYAreaRendererTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYAreaRenderer.java,org.jfree.chart.renderer.xy.XYAreaRenderer,0.272912424,491,0.706140351,1,1,0,0,0,0,0,0,777,5103.483993,102,32,80,80,13,5,167,103,64,68,0.223809524,1,0.143356643,2,3,7,22,13,5,8,58,0,255,1341.149988,43,17,36,36,0,0,21,21,0,0,-0.4,0,0,0,3,0,7,0,0,0,16,0,0,0,0,1,0,1,1,1,0.883475558,0.727014141
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/renderer/xy/XYBubbleRendererTest.java,org.jfree.chart.renderer.xy.XYBubbleRendererTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYBubbleRenderer.java,org.jfree.chart.renderer.xy.XYBubbleRenderer,0.224390244,205,0.386138614,1,1,0,0,0,0,0,0,366,2451.630948,56,17,49,49,5,2,18,15,3,4,-0.133333333,1,0.171428571,0,0,0,7,5,4,1,27,0,169,797.3674892,28,11,22,22,0,0,15,15,0,0,-0.5,0,0,0,2,0,6,0,0,0,12,0,0,0,0,0,0,1,0,1,0.768335248,0.722053727
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/renderer/xy/XYStepAreaRendererTest.java,org.jfree.chart.renderer.xy.XYStepAreaRendererTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/renderer/xy/XYStepAreaRenderer.java,org.jfree.chart.renderer.xy.XYStepAreaRenderer,0.229691877,357,0.763636364,1,1,0,0,0,0,0,0,658,4614.541999,64,19,44,14,11,5,162,134,28,35,0.093567251,1,0.122727273,1,2,2.333333333,20,11,3,7,51,0,187,929.1608087,31,12,25,25,0,0,15,15,0,0,-0.5,0,0,0,2,0,6,0,0,0,12,0,0,0,0,0,0,1,1,1,0.886424115,0.791675299
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/labels/StandardCategorySeriesLabelGeneratorTest.java,org.jfree.chart.labels.StandardCategorySeriesLabelGeneratorTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/labels/StandardCategorySeriesLabelGenerator.java,org.jfree.chart.labels.StandardCategorySeriesLabelGenerator,0.681818182,44,0.92,1,1,0,0,0,0,0,0,167,908.2778598,15,6,8,2,3,2,15,9,6,7,0.066666667,3,0.238095238,1,1,1,7,3,1,2,21,0,142,500.8582791,22,7,16,16,0,0,15,15,0,0,-0.5,0,0,0,1,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0.893353581,0.773237427
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/labels/BoxAndWhiskerXYToolTipGeneratorTest.java,org.jfree.chart.labels.BoxAndWhiskerXYToolTipGeneratorTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/labels/BoxAndWhiskerXYToolTipGenerator.java,org.jfree.chart.labels.BoxAndWhiskerXYToolTipGenerator,0.172413793,58,0.307692308,1,0,0,0,0,0,0,0,169,1330.353706,19,7,15,15,2,2,6,6,0,0,-1,4,0.125,0,0,0,4,2,1,1,11,0,156,484.2760526,18,8,13,13,0,0,10,10,0,0,-0.666666667,0,0,0,1,0,5,0,0,0,8,0,0,0,0,0,0,0,0,1,0.796017021,0.766094327
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/labels/BubbleXYItemLabelGeneratorTest.java,org.jfree.chart.labels.BubbleXYItemLabelGeneratorTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/labels/BubbleXYItemLabelGenerator.java,org.jfree.chart.labels.BubbleXYItemLabelGenerator,0.42,100,0.58490566,1,1,0,0,0,0,0,0,278,1532.484567,29,11,19,3,4,4,26,7,19,21,0.333333333,2,0.3,1,1,0.5,10,4,1,2,34,0,198,756.4621192,22,12,16,16,0,0,15,15,0,0,-0.5,0,0,0,1,0,6,0,0,0,10,0,0,0,0,0,0,1,0,0,0.85937767,0.808788041
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/labels/MultipleXYSeriesLabelGeneratorTest.java,org.jfree.chart.labels.MultipleXYSeriesLabelGeneratorTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/labels/MultipleXYSeriesLabelGenerator.java,org.jfree.chart.labels.MultipleXYSeriesLabelGenerator,0.376068376,117,0.545454545,1,1,0,0,0,0,0,0,242,1519.586132,32,11,23,7,5,3,15,0,21,22,0.5,1,0.355555556,2,2,1.333333333,9,5,1,4,29,0,139,476.8051026,22,6,17,17,0,0,10,10,0,0,-0.666666667,0,0,0,2,0,5,0,0,0,8,0,0,0,0,0,0,1,0,0,0.808623023,0.802526975
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/labels/StandardCategoryItemLabelGeneratorTest.java,org.jfree.chart.labels.StandardCategoryItemLabelGeneratorTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/labels/StandardCategoryItemLabelGenerator.java,org.jfree.chart.labels.StandardCategoryItemLabelGenerator,0.842105263,19,0.785714286,1,0,0,0,0,0,0,0,149,832.9508477,8,5,2,2,2,2,15,15,0,0,-0.5,6,0.083333333,0,0,0,6,2,1,1,18,0,186,608.5325426,29,10,22,22,0,0,21,21,0,0,-0.4,0,0,0,2,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0.908390999,0.756410965
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/labels/StandardCategoryToolTipGeneratorTest.java,org.jfree.chart.labels.StandardCategoryToolTipGeneratorTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/labels/StandardCategoryToolTipGenerator.java,org.jfree.chart.labels.StandardCategoryToolTipGenerator,0.684210526,19,0.833333333,1,0,0,0,0,0,0,0,132,776.9657322,7,4,2,2,2,2,10,10,0,0,-0.666666667,5,0.1,0,0,0,5,2,1,1,15,0,164,484.2529464,22,9,16,16,0,0,15,15,0,0,-0.5,0,0,0,2,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0.912948394,0.818941643
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/labels/IntervalCategoryToolTipGeneratorTest.java,org.jfree.chart.labels.IntervalCategoryToolTipGeneratorTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/labels/IntervalCategoryToolTipGenerator.java,org.jfree.chart.labels.IntervalCategoryToolTipGenerator,0.2,65,0.333333333,1,0,0,0,0,0,0,0,155,925.3794115,15,4,10,10,2,2,10,10,0,0,-0.666666667,5,0.1,0,0,0,5,2,1,1,17,0,154,488.78786,23,10,17,17,0,0,15,15,0,0,-0.5,0,0,0,2,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0.829447961,0.795446624
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/labels/StandardXYSeriesLabelGeneratorTest.java,org.jfree.chart.labels.StandardXYSeriesLabelGeneratorTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/labels/StandardXYSeriesLabelGenerator.java,org.jfree.chart.labels.StandardXYSeriesLabelGenerator,0.681818182,44,0.92,1,1,0,0,0,0,0,0,174,1098.206724,15,6,8,2,3,2,15,9,6,7,0.066666667,3,0.238095238,1,1,1,7,3,1,2,22,0,140,495.5466368,22,8,16,16,0,0,15,15,0,0,-0.5,0,0,0,1,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0.903724721,0.814342091
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/labels/ItemLabelAnchorTest.java,org.jfree.chart.labels.ItemLabelAnchorTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/labels/ItemLabelAnchor.java,org.jfree.chart.labels.ItemLabelAnchor,0.212598425,127,0.460674157,1,0,0,0,0,0,0,0,291,1601.533697,7,2,3,1,2,2,3,0,3,4,0.333333333,0,0.259259259,0,0,1.5,4,27,25,2,11,0,73,176.4666688,7,4,5,5,0,0,1,1,0,0,-2,0,0,0,0,0,2,0,0,0,3,0.075525358,1,0,0,0,0,0,0,0,0.752341114,0.743096322
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/labels/StandardXYToolTipGeneratorTest.java,org.jfree.chart.labels.StandardXYToolTipGeneratorTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/labels/StandardXYToolTipGenerator.java,org.jfree.chart.labels.StandardXYToolTipGenerator,0.464285714,28,0.55,1,1,0,0,0,0,0,0,199,1010.978008,12,5,3,3,2,2,35,34,1,1,-0.25,8,0.111111111,0,0,0,9,2,1,1,28,0,167,575.4277832,18,10,13,13,0,0,10,10,0,0,-0.666666667,0,0,0,1,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0.91793555,0.830107176
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/labels/HighLowItemLabelGeneratorTest.java,org.jfree.chart.labels.HighLowItemLabelGeneratorTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/labels/HighLowItemLabelGenerator.java,org.jfree.chart.labels.HighLowItemLabelGenerator,0.275590551,127,0.465517241,1,1,0,0,0,0,0,0,229,1425.149405,22,8,15,15,3,3,11,1,10,10,0.266666667,2,0.476190476,1,1,3,7,3,0,3,24,0,130,436.1954125,19,9,14,14,0,0,10,10,0,0,-0.666666667,0,0,0,1,0,5,0,0,0,7,0,0,0,0,0,0,0,0,1,0.753669153,0.800646615
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/labels/StandardXYZToolTipGeneratorTest.java,org.jfree.chart.labels.StandardXYZToolTipGeneratorTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/labels/StandardXYZToolTipGenerator.java,org.jfree.chart.labels.StandardXYZToolTipGenerator,0.370786517,89,0.479166667,1,0,0,0,0,0,0,0,256,1427.801731,27,8,18,3,4,4,23,10,13,15,0.25,2,0.277777778,1,1,0.333333333,9,4,1,3,29,0,187,643.7427206,18,10,13,13,0,0,10,10,0,0,-0.666666667,0,0,0,1,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0.867750327,0.769213951
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/labels/BoxAndWhiskerToolTipGeneratorTest.java,org.jfree.chart.labels.BoxAndWhiskerToolTipGeneratorTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/labels/BoxAndWhiskerToolTipGenerator.java,org.jfree.chart.labels.BoxAndWhiskerToolTipGenerator,0.195652174,46,0.304347826,1,0,0,0,0,0,0,0,149,1166.466438,15,6,11,11,2,2,6,6,0,0,-1,4,0.125,0,0,0,4,2,1,1,10,0,133,456.6042493,18,7,13,13,0,0,10,10,0,0,-0.666666667,0,0,0,1,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0.824770838,0.769427705
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/labels/StandardPieToolTipGeneratorTest.java,org.jfree.chart.labels.StandardPieToolTipGeneratorTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/labels/StandardPieToolTipGenerator.java,org.jfree.chart.labels.StandardPieToolTipGenerator,0.666666667,9,0.769230769,1,0,0,0,0,0,0,0,167,946.242951,11,5,4,4,2,2,20,19,1,1,-0.333333333,6,0.142857143,0,0,0,7,2,1,1,19,0,158,492.5089063,21,8,16,16,0,0,10,10,0,0,-0.666666667,0,0,0,1,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0.92429265,0.792494202
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/labels/StandardPieSectionLabelGeneratorTest.java,org.jfree.chart.labels.StandardPieSectionLabelGeneratorTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/labels/StandardPieSectionLabelGenerator.java,org.jfree.chart.labels.StandardPieSectionLabelGenerator,0.490196078,51,0.59375,1,1,0,0,0,0,0,0,257,1799.40288,23,11,12,6,3,3,44,33,11,12,0.044444444,4,0.212121212,1,1,1,11,3,1,2,35,0,165,501.0244543,20,9,15,15,0,0,10,10,0,0,-0.666666667,0,0,0,1,0,5,0,0,0,7,0,0,0,0,0,0,1,0,0,0.895882883,0.7437231
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/labels/StandardXYItemLabelGeneratorTest.java,org.jfree.chart.labels.StandardXYItemLabelGeneratorTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/labels/StandardXYItemLabelGenerator.java,org.jfree.chart.labels.StandardXYItemLabelGenerator,0.52,25,0.523809524,1,1,0,0,0,0,0,0,217,959.2249958,12,5,3,3,2,2,36,36,0,0,-0.285714286,9,0.055555556,0,0,0,9,2,1,1,28,0,202,696.6922175,26,10,21,21,0,0,10,10,0,0,-0.666666667,0,0,0,2,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0.916409334,0.861007285
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/labels/IntervalCategoryItemLabelGeneratorTest.java,org.jfree.chart.labels.IntervalCategoryItemLabelGeneratorTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/labels/IntervalCategoryItemLabelGenerator.java,org.jfree.chart.labels.IntervalCategoryItemLabelGenerator,0.02,50,0.24,1,0,0,0,0,0,0,0,138,785.2331125,14,6,10,10,2,2,6,6,0,0,-1,4,0.125,0,0,0,4,2,1,1,13,0,139,426.0709906,19,9,14,14,0,0,10,10,0,0,-0.666666667,0,0,0,1,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0.805952206,0.77821449
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/labels/SymbolicXYItemLabelGeneratorTest.java,org.jfree.chart.labels.SymbolicXYItemLabelGeneratorTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/labels/SymbolicXYItemLabelGenerator.java,org.jfree.chart.labels.SymbolicXYItemLabelGenerator,0.1125,80,0.233333333,1,1,0,0,0,0,0,0,180,1120.557348,16,7,10,5,1,1,15,15,0,1,-0.4,6,0,0,0,0.5,6,1,0,1,22,0,114,371.9244185,17,5,12,12,0,0,10,10,0,0,-0.666666667,0,0,0,1,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0.871358087,0.817042065
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/labels/ItemLabelPositionTest.java,org.jfree.chart.labels.ItemLabelPositionTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/labels/ItemLabelPosition.java,org.jfree.chart.labels.ItemLabelPosition,0.327586207,58,0.612903226,1,0,0,0,0,0,0,0,184,988.3926769,10,3,2,2,5,4,15,2,13,13,0.285714286,1,0.35,1,1,1,8,5,0,5,16,0,74,191.034004,5,3,3,3,0,0,1,1,0,0,-2,0,0,0,0,0,2,0,0,0,3,0.132195726,0,0,0,0,0,0,0,0,0.879412264,0.864562184
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/block/LabelBlockTest.java,org.jfree.chart.block.LabelBlockTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/block/LabelBlock.java,org.jfree.chart.block.LabelBlock,0.452229299,157,0.47311828,1,1,0,0,0,0,0,0,449,2249.096343,55,22,33,3,10,7,144,57,87,89,0.323809524,1,0.231818182,3,3,0.7,22,10,1,8,45,0,144,431.9293282,16,10,13,13,0,0,3,3,0,0,-2,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,1,0,1,0.897585372,0.70995748
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/block/GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/block/GridArrangement.java,org.jfree.chart.block.GridArrangement,0.704109589,365,0.863013699,1,1,0,0,0,0,0,0,452,2179.986821,92,6,78,1,3,2,76,61,15,25,0.153846154,5,0.285714286,0,0,0.339285714,14,3,0,3,54,0,304,1157.850253,92,7,73,73,1,1,66,0,105,112,0.614379085,4,0.789473684,5,6,0,19,1,0,1,25,0,0,0,0,0,0,0,0,1,0.704329699,0.778623051
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/block/EmptyBlockTest.java,org.jfree.chart.block.EmptyBlockTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/block/EmptyBlock.java,org.jfree.chart.block.EmptyBlock,0.227272727,22,0.384615385,1,0,0,0,1,0,0,0,131,759.6811377,15,5,10,3,1,1,10,10,0,1,-0.5,5,0,0,0,0.333333333,5,1,0,1,12,0,106,356.3140396,14,6,11,11,0,0,3,3,0,0,-2,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0.918365264,0.811358511
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/block/ColorBlockTest.java,org.jfree.chart.block.ColorBlockTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/block/ColorBlock.java,org.jfree.chart.block.ColorBlock,0.452830189,53,0.59375,1,0,0,0,1,0,0,0,190,1077.958494,27,10,19,6,2,2,13,0,15,15,0.380952381,5,0.375,1,1,0.333333333,8,2,0,1,19,0,127,439.5971122,17,9,14,14,0,0,3,3,0,0,-2,0,0,0,1,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0.902110413,0.675504506
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/block/LineBorderTest.java,org.jfree.chart.block.LineBorderTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/block/LineBorder.java,org.jfree.chart.block.LineBorder,0.328358209,134,0.439393939,1,0,0,0,0,0,0,0,240,1401.289438,34,17,25,8,4,4,17,0,19,21,0.464285714,2,0.388888889,1,1,1.333333333,9,4,0,3,22,0,117,342.4107803,9,9,6,6,0,0,3,3,0,0,-2,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,1,0,1,0.822012663,0.601488228
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/block/BlockContainerTest.java,org.jfree.chart.block.BlockContainerTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/block/BlockContainer.java,org.jfree.chart.block.BlockContainer,0.327433628,113,0.402985075,1,1,0,0,0,0,0,0,284,1742.808832,42,12,28,2,3,3,55,19,36,39,0.333333333,5,0.333333333,2,2,0.692307692,14,3,0,3,31,0,100,355.7153859,16,5,13,13,0,0,3,3,0,0,-2,0,0,0,1,0,3,0,0,0,5,0,0,0,0,0,0,1,0,1,0.919425245,0.80059582
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/block/RectangleConstraintTest.java,org.jfree.chart.block.RectangleConstraintTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/block/RectangleConstraint.java,org.jfree.chart.block.RectangleConstraint,0.288888889,135,0.409090909,1,0,0,0,0,0,0,0,359,1389.053426,26,3,7,7,6,3,94,17,77,77,0.385620915,2,0.383458647,4,4,0,19,7,1,6,42,0,138,350.8805756,3,4,2,2,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.899818344,0.62572962
jfreechart,,fd72df7cc159ada0f5865389a55969507ed3a123,/home/ubuntu/scripts_mutation/projects/jfreechart/src/test/java/org/jfree/chart/block/ColumnArrangementTest.java,org.jfree.chart.block.ColumnArrangementTest,/home/ubuntu/scripts_mutation/projects/jfreechart/src/main/java/org/jfree/chart/block/ColumnArrangement.java,org.jfree.chart.block.ColumnArrangement,0.141129032,248,0.160714286,1,0,0,0,0,0,0,0,391,2333.008316,49,8,38,1,5,4,49,43,6,18,0.177777778,2,0.218181818,0,0,0.393939394,11,5,0,5,37,0,119,347.6786385,9,7,6,6,0,0,3,3,0,0,-2,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,1,0.72860159,0.727816959
