Nº,Project,TestClassName,Assrtions,Conditions,TryCatch,Loop,Hamcrest,Mockito,BadApi,LOC,Expressions,Depth,Vocabulary,Understandability,BodySize,Dexterity,NonWhiteCharacters
1882,junit4,PreJava5DebugArgumentsReversedTest,0,0,0,0,0,0,0,3,4,5,3,33,3,3,180
1883,junit4,ProtectedParametersTest,0,0,0,0,0,0,0,3,16,6,11,129,6,2,179
1884,junit4,MethodSorterTest,6,1,0,1,0,0,0,105,288,13,66,3372,299,2,2884
1885,junit4,ForwardCompatibilityTest,13,0,0,0,0,0,0,228,550,13,100,5881,662,3,4594
1886,junit4,MethodOneFieldTwoKindsOfRule,1,0,0,0,0,0,0,6,19,7,9,143,11,2,222
1887,junit4,TypeVariableOnArrayTypeOnTheoryParm,0,0,0,0,0,0,0,3,26,10,9,298,24,2,219
1888,junit4,ThrowExceptionWithWrongType,0,0,0,0,0,0,0,7,17,8,10,126,12,2,210
1889,junit4,DummyTestClass01,0,0,0,0,0,0,0,0,11,6,6,68,1,2,117
1890,junit4,HasMultipleMethodsReturningMethodRule,0,0,0,0,0,0,0,6,16,7,7,132,11,2,196
1891,junit4,MultipleIncludesAndExcludeOnMethod,1,0,0,0,0,0,0,3,28,7,9,199,8,2,313
1892,junit4,Succeed,0,0,0,0,0,0,0,0,4,4,3,33,1,2,60
1893,junit4,OverrideRulesTest,1,0,0,0,0,0,0,3,13,6,7,90,5,2,148
1894,junit4,SupplierWithTestClassConstructor,0,0,0,0,0,0,0,3,13,5,10,111,4,3,222
1895,junit4,RunAllAfters,0,0,0,0,0,0,0,9,24,7,11,205,17,2,188
1896,junit4,FilteredTest,1,0,0,0,0,0,0,6,32,9,15,307,26,2,256
1897,junit4,InheritanceSuite,0,0,0,0,0,0,0,0,13,5,7,51,0,2,122
1898,junit4,BiInfiniteLoop,0,0,0,0,0,0,0,0,12,6,4,57,0,2,112
1899,junit4,RunNotifierTest,15,0,0,0,13,0,0,158,360,9,50,2983,385,2,3278
1900,junit4,SomeAreSlowSuite,0,0,0,0,0,0,0,0,14,6,7,62,0,2,128
1901,junit4,CategoryValidatorTest,3,0,0,0,3,0,0,51,185,11,40,1772,185,2,2089
1902,junit4,ParallelComputer,0,1,1,0,0,0,0,54,126,18,42,1689,144,3,1176
1903,junit4,SkippedTest,0,0,0,0,0,0,0,3,8,6,5,58,5,3,106
1904,junit4,ThreadTest,0,1,1,1,0,0,0,18,16,8,9,191,23,2,202
1905,junit4,ExternalResource,0,0,1,0,0,0,0,19,32,13,13,811,35,3,1024
1906,junit4,HasDataPointsMethodWithNullValue,0,0,0,0,0,0,0,3,13,8,5,132,11,2,174
1907,junit4,TimeOutOneSecond,1,0,0,0,0,0,0,3,23,8,11,157,11,2,206
1908,junit4,ConcurrentRunNotifierTest,5,4,0,5,3,0,0,189,332,15,75,4095,432,3,3676
1909,junit4,PrintableResultTest,2,0,0,0,2,0,0,17,99,16,31,1127,111,2,1046
1910,junit4,TheoryAnchor,1,6,1,1,0,0,0,133,266,23,69,3943,341,3,2969
1911,junit4,OldTestClassAdaptingListener,0,2,0,0,0,0,0,48,104,11,32,984,102,2,953
1912,junit4,Verifier,1,0,0,0,0,1,0,10,21,11,11,493,23,3,747
1913,junit4,UnsortableRunner,0,0,0,0,0,0,0,3,17,6,11,150,7,3,200
1914,junit4,DerivedAnnotatedMethod,0,0,0,0,0,0,0,0,2,3,2,12,0,3,78
1915,junit4,PrivateRule,0,0,0,0,0,0,0,0,10,6,7,74,1,2,91
1916,junit4,Category2,0,0,0,0,0,0,0,0,1,2,1,6,0,2,28
1917,junit4,Category1,0,0,0,0,0,0,0,0,1,2,1,6,0,2,28
1918,junit4,Unexpected,0,0,0,0,0,0,0,3,10,7,5,85,5,2,113
1919,junit4,InnerRunner,0,0,0,0,0,0,0,6,13,5,6,109,7,3,191
1920,junit4,NoIncludeCategoryAnnotationSuite,0,0,0,0,0,0,0,0,17,5,8,71,0,2,176
1921,junit4,Sub,0,0,0,0,0,0,0,0,3,3,3,21,1,3,45
1922,junit4,BlockJUnit4ClassRunner,0,10,1,1,0,0,0,296,713,15,124,10401,715,5,11041
1923,junit4,Categories,0,23,1,8,0,0,0,376,614,12,89,9821,722,4,9386
1924,junit4,NamedFilter,0,0,0,0,0,0,0,9,21,6,10,182,11,3,223
1925,junit4,TypeVariableOnWildcardUpperBoundOnTheoryParm,0,0,0,0,0,0,0,0,22,7,14,173,1,2,214
1926,junit4,DummySortWithoutAnnotation,0,0,0,0,0,0,0,6,16,5,13,189,10,2,174
1927,junit4,ClassWithDummyMethod,0,0,0,0,0,0,0,0,8,4,5,65,2,2,131
1928,junit4,MethodSonOfExampleTest,0,0,0,0,0,0,0,0,2,3,2,12,0,3,65
1929,junit4,AllWithBeforeAndAfterClass,0,0,0,0,0,0,0,6,24,6,11,166,10,2,207
1930,junit4,TypeVariableOnTheoryClass,0,0,0,0,0,0,0,0,16,5,9,116,1,2,143
1931,junit4,TestOne,0,0,0,0,0,0,0,0,7,4,4,61,2,2,66
1932,junit4,BrokenRule,0,0,0,0,0,0,0,3,11,7,8,93,6,2,152
1933,junit4,ParameterTokenSuiteWellFormed,0,0,0,0,0,0,0,0,18,6,9,89,0,2,229
1934,junit4,FailingDataPointMethods,6,0,0,0,6,0,0,36,198,9,32,1978,110,2,2472
1935,junit4,MemberMustBeNonStaticOrAlsoClassRule,0,2,0,0,0,0,0,29,52,11,21,569,61,3,614
1936,junit4,UseCustomMessageWithPlaceHolder,0,0,0,0,0,0,0,7,22,8,11,151,15,2,248
1937,junit4,MyTest,0,0,0,0,0,0,0,0,3,3,3,31,1,3,59
1938,junit4,DisableOnDebug,0,3,0,1,0,0,0,47,75,10,22,1828,64,3,2778
1939,junit4,ExcludeCategories,0,0,0,0,0,0,0,12,48,10,18,687,29,4,936
1940,junit4,BooleanSupplier,0,0,0,0,0,0,0,3,22,7,11,161,15,3,239
1941,junit4,ParameterAnnotations,1,0,0,0,1,0,0,3,20,7,10,133,8,2,152
1942,junit4,ParameterizedAssertionErrorTest,7,0,0,0,6,0,1,42,208,14,46,1836,149,2,2146
1943,junit4,ParameterizedTestMethodTest,1,0,1,0,0,0,0,48,193,11,72,2501,128,2,1941
1944,junit4,FieldValidator,0,0,0,0,0,0,0,6,26,6,16,191,11,4,337
1945,junit4,JUnit38ClassRunner,0,11,1,2,0,0,0,237,423,13,84,4987,520,3,3564
1946,junit4,TheoriesMustBePublic,0,0,0,0,0,0,0,0,13,5,8,93,1,2,122
1947,junit4,UnconstructableExample,1,0,0,0,0,0,0,6,19,7,9,138,10,2,237
1948,junit4,FilterTest,6,0,0,0,0,0,0,42,107,8,21,905,112,2,733
1949,junit4,BlockJUnit4ClassRunnerTest,2,0,1,0,0,0,0,16,41,11,18,487,49,2,515
1950,junit4,DurationAfterTestTest,3,0,0,0,0,0,0,17,35,7,11,247,34,3,344
1951,junit4,NonFilterFactory,0,0,0,0,0,0,0,0,1,2,1,6,0,2,35
1952,junit4,SuperInheritance,0,0,0,0,0,0,0,12,25,6,10,206,20,2,275
1953,junit4,FilterableTest,2,0,0,0,0,0,0,26,76,15,37,967,83,2,746
1954,junit4,Validator,0,0,0,0,0,0,0,0,2,3,2,12,0,3,54
1955,junit4,AllIncludedMustMatched,1,0,0,0,0,0,0,3,23,7,8,160,8,2,236
1956,junit4,TestWatcherTest,17,0,0,0,16,0,0,130,361,12,49,3821,300,2,4067
1957,junit4,SortingRequest,0,0,0,0,0,0,0,17,39,8,12,324,32,3,350
1958,junit4,AllWithMySuite,0,0,0,0,0,0,0,0,5,5,3,22,0,2,56
1959,junit4,JUnit4ClassRunnerTest,6,0,0,0,4,0,0,29,90,9,22,736,75,3,967
1960,junit4,NonStaticOneTimeSetup,0,0,0,0,0,0,0,0,7,4,5,61,2,2,94
1961,junit4,ThrowableCauseMatcherTest,1,0,0,0,1,0,0,10,23,8,10,191,28,2,273
1962,junit4,ValidatorWithNullValue,0,0,0,0,0,0,0,6,11,7,7,116,8,2,197
1963,junit4,TemporaryFolderUsageTest,7,0,0,0,5,0,0,224,472,9,66,4058,473,3,5212
1964,junit4,TestWithClassRuleIsImplementationOfMethodRule,0,0,0,0,0,0,0,3,16,9,11,216,3,2,207
1965,junit4,UseParameterizedFactoryTest,0,0,0,0,0,0,0,0,8,5,6,71,2,3,176
1966,junit4,InheritanceAny,0,0,0,0,0,0,0,0,27,6,11,128,0,2,193
1967,junit4,ImpatientLoopTest,0,0,0,1,0,0,0,7,9,6,5,84,7,2,123
1968,junit4,EventCollector,0,1,0,2,0,0,0,152,430,15,63,5575,455,3,4382
1969,junit4,MethodComparator,0,0,0,0,0,0,0,3,17,7,8,145,11,3,232
1970,junit4,TestResultPrinter,0,0,0,0,0,0,0,6,12,5,8,91,6,3,170
1971,junit4,MaxHistory,0,4,4,0,0,0,0,138,280,13,73,3234,268,3,3028
1972,junit4,HasATwoParameterTheory,1,0,0,0,1,0,0,3,20,7,11,153,8,2,161
1973,junit4,Enclosed,0,1,0,1,0,0,0,21,50,10,21,775,70,4,973
1974,junit4,HasGlobalLongTimeout,0,0,0,0,0,0,0,0,10,5,7,65,0,3,123
1975,junit4,CategoriesTest,2,0,0,0,0,0,0,6,29,6,11,221,10,2,193
1976,junit4,HasAssumeWithMessageAndCause,0,0,0,0,0,0,0,3,10,6,8,77,6,3,162
1977,junit4,InheritanceAll,0,0,0,0,0,0,0,0,30,7,13,152,0,2,214
1978,junit4,CantInitializeTests,0,0,0,0,0,0,0,0,5,5,3,22,0,2,68
1979,junit4,OneTestTwoAnnotations,1,0,0,0,0,0,0,9,34,6,16,278,15,2,293
1980,junit4,Time,0,0,0,0,0,0,0,0,4,4,3,33,1,2,46
1981,junit4,AnnotatedBuilder,0,2,2,1,0,0,0,52,130,14,38,2906,131,4,2844
1982,junit4,OverrideTestRulesRunner,0,0,0,0,0,0,0,16,42,14,20,547,55,3,461
1983,junit4,ErrorInBeforeClass,0,0,0,0,0,0,0,6,13,7,7,115,10,2,142
1984,junit4,Empty,0,0,0,0,0,0,0,0,5,5,3,22,0,2,49
1985,junit4,HasDataPointsListMethod,0,0,0,0,0,0,0,3,16,6,10,134,8,2,159
1986,junit4,TypeVariableOnParameterizedTheoryParm,0,0,0,0,0,0,0,0,22,6,14,167,1,2,199
1987,junit4,WithParameterSupplier,3,0,0,1,0,0,0,66,250,11,57,2459,159,2,3128
1988,junit4,BadSuiteMethod,0,0,0,0,0,0,0,3,14,7,8,94,6,2,141
1989,junit4,MethodSignature,0,2,0,0,0,0,0,37,73,9,20,629,71,2,605
1990,junit4,SynchronizedRunListenerTest,20,4,0,1,0,0,9,179,361,10,50,3360,422,3,3219
1991,junit4,Request,0,0,1,0,0,0,0,50,167,10,45,2422,124,3,4440
1992,junit4,StubbedTheoriesTest,0,0,0,0,0,0,0,3,23,7,11,150,13,2,194
1993,junit4,PublicClassValidator,0,1,0,0,0,0,0,11,30,11,12,357,21,3,563
1994,junit4,Hydra,0,0,0,0,0,0,0,0,10,6,5,44,0,2,76
1995,junit4,ReguessableValue,0,0,0,0,0,0,0,3,8,5,6,81,2,3,173
1996,junit4,SingleArgumentTestWithArray,0,0,0,0,0,0,0,3,20,8,9,180,12,2,233
1997,junit4,IgnoreMe,2,0,0,0,0,0,0,6,14,6,6,96,8,2,117
1998,junit4,HasWrongMessage,0,0,0,0,0,0,0,7,17,7,9,119,11,2,211
1999,junit4,SonOfExampleTest,0,0,0,0,0,0,0,0,2,3,2,12,0,3,53
2000,junit4,ChooseSlowFromBoth,0,0,0,0,0,0,0,0,14,6,7,62,0,2,143
2001,junit4,UnsuccessfulWithDataPointFields,15,0,0,0,13,0,0,77,414,12,69,4111,300,2,4279
2002,junit4,ParameterizedTestWithAttemptedMethodCategory,1,0,0,0,0,0,0,6,31,9,17,259,19,2,341
2003,junit4,DummyCategory0,0,0,0,0,0,0,0,0,1,2,1,6,0,2,37
2004,junit4,DummyCategory1,0,0,0,0,0,0,0,0,1,2,1,6,0,2,37
2005,junit4,CorruptListener,0,0,0,0,0,0,0,6,18,7,11,163,10,3,235
2006,junit4,ThrowExceptionWithExpectedPartOfMessage,0,0,0,0,0,0,0,10,24,8,11,172,20,2,302
2007,junit4,ExpectsSubstring,0,0,0,0,0,0,0,7,17,7,9,119,11,2,228
2008,junit4,DataPointFieldsMustBeStatic,0,0,0,0,0,0,0,0,19,6,10,157,1,2,169
2009,junit4,MethodPrivateRule,0,0,0,0,0,0,0,3,10,7,7,82,6,2,109
2010,junit4,RuleMemberValidatorTest,2,0,0,0,0,0,0,262,588,11,86,6786,581,2,8893
2011,junit4,MethodSonOfWrongTypedField,0,0,0,0,0,0,0,0,2,3,2,12,0,3,73
2012,junit4,TestTest,0,0,0,0,0,0,0,6,21,7,9,178,14,2,235
2013,junit4,ErrorReportingRunnerTest,0,0,0,0,0,0,0,3,12,8,7,97,9,2,170
2014,junit4,ParentRunner,0,8,4,7,0,0,0,325,639,17,139,10053,730,4,9917
2015,junit4,TheoryTestClassWithSpecificBooleanDataPoint,0,0,0,0,0,0,0,0,11,5,7,90,1,2,154
2016,junit4,AbstractStopwatchTest,0,0,0,0,0,0,0,30,123,12,35,1641,74,2,1185
2017,junit4,TextListener,0,3,0,1,0,0,0,106,225,13,45,2023,235,3,1736
2018,junit4,TeardownTest,0,0,0,0,0,0,0,3,10,6,6,79,6,2,91
2019,junit4,InvalidMethodTest,0,0,0,0,0,0,0,0,7,4,5,61,2,2,100
2020,junit4,JUnit3ClassWithAnnotatedMethod,0,0,0,0,0,0,0,0,6,4,5,60,2,3,134
2021,junit4,InheritsAll,0,0,0,0,0,0,0,0,2,3,2,12,0,3,40
2022,junit4,ExpectsMultipleMatchers,0,0,0,0,0,0,0,10,22,8,11,159,18,2,225
2023,junit4,RunnerTest,3,0,0,0,0,0,0,57,114,12,26,1139,137,2,1004
2024,junit4,TypeVariablesAbound,0,0,0,0,0,0,0,0,36,7,21,408,1,2,240
2025,junit4,TypeMatchingBetweenMultiDataPointsMethod,2,0,0,0,2,0,0,12,77,9,21,795,46,2,884
2026,junit4,DummyTestClass,0,0,0,0,0,0,0,0,4,4,3,33,1,2,61
2027,junit4,PublicClassValidatorTest,2,0,0,0,2,0,0,20,61,10,20,550,73,2,637
2028,junit4,UnExpectedExceptionTest,0,0,0,0,0,0,0,3,10,7,5,85,5,2,126
2029,junit4,MultipleFailureException,0,2,0,1,0,0,0,38,101,12,34,1046,99,4,1145
2030,junit4,TemporaryFolder,0,6,0,2,0,0,0,133,225,11,40,2612,257,4,3344
2031,junit4,WithDataPointMethod,5,0,0,0,5,0,0,37,166,11,55,1646,119,2,1543
2032,junit4,AnnotatableValidator,0,1,0,2,0,0,0,50,96,11,31,1146,122,2,1208
2033,junit4,FrameworkFieldTest,3,0,0,0,1,0,0,46,118,9,35,1033,131,2,1242
2034,junit4,WithWrongfullyTypedDataPointsMethod,0,0,0,0,0,0,0,3,26,8,11,233,11,2,271
2035,junit4,HasWronglyIgnoredFailingSingleDataPointMethod,0,0,0,0,0,0,0,3,21,7,12,179,6,2,269
2036,junit4,AbstractTimeoutTest,0,0,1,2,0,0,0,80,123,11,44,1229,143,2,1063
2037,junit4,InternalViolatedAssumptionTest,0,0,0,0,0,0,0,12,44,10,18,554,24,2,502
2038,junit4,Example1,2,0,0,0,0,0,0,20,43,8,16,311,42,2,363
2039,junit4,HalfMalformedJUnit38TestMethod,0,0,0,0,0,0,0,0,7,4,5,64,2,3,144
2040,junit4,ClassValidator,0,0,0,0,0,0,0,6,26,6,14,191,11,4,324
2041,junit4,FieldAnnotated,0,0,0,0,0,0,0,0,12,4,6,88,0,2,119
2042,junit4,Dummy,0,0,0,0,0,0,0,6,17,11,10,215,19,2,193
2043,junit4,OneThatIsBothFastAndSlow,0,0,0,0,0,0,0,0,11,7,6,78,1,2,107
2044,junit4,MethodValidator,0,7,1,1,0,0,0,107,217,14,48,2395,265,3,2014
2045,junit4,DummyCategory,0,0,0,0,0,0,0,0,1,2,1,6,0,2,32
2046,junit4,Example2,2,0,0,0,0,0,0,20,43,8,16,311,42,2,363
2047,junit4,RuleValidator,0,0,0,0,0,0,0,0,23,7,14,244,0,3,518
2048,junit4,OneTest,0,0,0,0,0,0,0,0,3,3,3,31,1,3,62
2049,junit4,SingleArgumentTestWithIterable,0,0,0,0,0,0,0,3,20,6,11,163,8,2,250
2050,junit4,HonorExpectedExceptionPasses,0,0,0,0,0,0,0,3,13,7,7,92,5,2,169
2051,junit4,BadNumberOfAnnotatedFieldTest,1,0,0,0,0,0,0,9,36,9,17,337,26,2,306
2052,junit4,Builder,0,0,0,0,0,0,0,29,53,7,15,822,40,3,1421
2053,junit4,UsesVerifier,0,0,0,0,0,0,0,6,19,10,9,183,10,2,170
2054,junit4,MethodBothKindsOfRule,0,0,0,0,0,0,0,14,31,6,16,246,12,2,293
2055,junit4,TextListenerTest,6,0,0,0,2,0,1,59,149,9,42,1276,159,3,1296
2056,junit4,AllWithOutAnnotation,0,0,0,0,0,0,0,0,5,5,3,22,0,2,60
2057,junit4,MethodTestWithNonStaticClassRule,0,0,0,0,0,0,0,3,7,7,5,54,5,2,124
2058,junit4,ListenerTest,1,0,0,0,0,0,0,25,54,12,18,674,76,2,504
2059,junit4,ErrorRememberingListener,0,0,0,0,0,0,0,6,50,7,16,410,11,2,381
2060,junit4,ThreadSafeListener,0,0,0,0,0,0,0,0,6,4,4,26,0,3,84
2061,junit4,ShouldFilterOutNullElementsFromDataPointArrays,1,0,0,0,1,0,0,3,24,7,12,168,7,2,247
2062,junit4,IgnoredBuilder,0,1,0,0,0,0,0,11,19,9,10,167,18,3,202
2063,junit4,TestSystem,0,0,0,0,0,0,0,16,30,8,12,296,25,2,388
2064,junit4,StopwatchTest,26,0,0,0,12,0,0,185,514,13,77,5271,470,3,4317
2065,junit4,MalformedJUnit38TestMethod,0,0,0,0,0,0,0,0,6,4,4,44,1,3,113
2066,junit4,MethodMustBeARule,0,1,0,0,0,0,0,7,37,10,19,362,17,3,410
2067,junit4,ClassAsCategory,0,0,0,0,0,0,0,0,1,2,1,6,0,2,34
2068,junit4,ParallelClassTest,12,0,0,0,3,0,0,84,175,9,35,1542,171,2,1557
2069,junit4,JavadocTest,7,0,0,0,4,0,0,29,145,9,32,1146,83,3,1244
2070,junit4,ParameterTokenSuiteMalformed,0,0,0,0,0,0,0,0,16,6,8,75,0,2,203
2071,junit4,HasFailingSingleDataPointMethod,0,0,0,0,0,0,0,3,18,7,10,155,6,2,209
2072,junit4,SuiteDescriptionTest,7,0,0,0,0,0,3,36,111,9,23,788,85,2,999
2073,junit4,GuessMap,0,4,0,1,0,0,0,53,105,11,36,1019,111,4,883
2074,junit4,BeforeClassTest,0,0,0,0,0,0,0,18,37,6,13,305,30,2,302
2075,junit4,HasSuiteMethod,0,0,0,0,0,0,0,3,17,8,8,147,10,2,163
2076,junit4,RunnerBuilderStub,0,0,0,0,0,0,0,3,13,7,9,108,7,3,156
2077,junit4,FailureWithTimeoutTest,1,0,0,0,0,0,0,3,8,6,5,58,4,2,88
2078,junit4,IncludedExcludedSameSuite,0,0,0,0,0,0,0,0,25,6,11,126,0,2,224
2079,junit4,HasWronglyIgnoredFailingMultipleDataPointMethod,0,0,0,0,0,0,0,3,21,7,12,179,6,2,271
2080,junit4,FailureList,0,0,1,1,0,0,0,26,37,12,14,413,51,2,359
2081,junit4,DataPointArrayMethod,0,0,0,0,0,0,0,6,25,8,10,215,15,2,210
2082,junit4,EnclosedTest,3,0,0,0,0,0,0,17,84,12,30,837,67,2,786
2083,junit4,NameRulesTest,5,0,0,0,0,0,0,15,67,8,20,591,40,2,578
2084,junit4,HasMethodReturningMethodRule,0,0,0,0,0,0,0,13,33,15,17,531,27,2,347
2085,junit4,ExpectSuperclass,0,0,0,0,0,0,0,3,9,7,6,75,5,2,130
2086,junit4,RunAfters,0,0,2,1,0,0,0,39,68,13,19,779,82,3,559
2087,junit4,InnerClassWithOwnRunWith,0,0,0,0,0,0,0,0,12,5,6,88,2,2,137
2088,junit4,SupplierWithUnknownConstructor,0,0,0,0,0,0,0,3,13,5,10,111,4,3,215
2089,junit4,NullBuilder,0,0,0,0,0,0,0,3,10,6,8,84,3,3,121
2090,junit4,AnnotationValidatorFieldTest,0,0,0,0,0,0,0,0,8,4,6,61,1,2,120
2091,junit4,RememberingListener,0,0,0,0,0,0,0,19,68,7,30,587,44,3,655
2092,junit4,FailingTest,1,0,0,0,0,0,0,3,12,6,7,92,4,2,134
2093,junit4,BadlyFormedClassesTest,3,0,0,0,0,0,0,32,88,9,32,791,86,2,1005
2094,junit4,UsesErrorCollectorCheckSucceedsPasses,1,0,0,0,0,0,0,6,23,12,12,274,25,2,245
2095,junit4,InheritanceAnyAllTest,4,0,0,0,0,0,0,12,54,6,17,413,19,2,335
2096,junit4,WithoutDebugArgumentsTest,0,0,0,0,0,0,0,3,4,5,3,33,3,3,143
2097,checkstyle,OperatorWrapCheckTest,8,0,1,0,0,6,0,98,270,11,36,2474,339,3,2763
2098,checkstyle,SuppressionFilterTest,14,4,4,2,0,5,0,308,500,15,89,5614,726,3,5928
2099,checkstyle,ThreadModeSettingsTest,10,1,2,1,3,0,0,92,185,11,41,1799,254,2,2276
2100,checkstyle,RequiredTokenIsNotInDefaultsJavadocCheck,0,0,0,0,0,0,0,9,29,8,14,291,26,3,420
2101,checkstyle,LeftCurlyCheckTest,26,0,1,0,0,21,0,305,1642,11,92,15531,1879,3,14528
2102,checkstyle,DetailNodeTreeStringPrinterTest,16,0,6,0,0,0,0,153,433,13,47,4854,543,3,5761
2103,checkstyle,SeverityLevelCounterTest,9,0,1,0,0,0,0,73,159,10,25,1422,213,2,1624
2104,checkstyle,MissingOverrideCheckTest,15,0,0,0,0,13,0,173,459,9,44,4463,597,3,7205
2105,checkstyle,LeftCurlyTest,3,0,0,0,0,3,0,51,334,11,23,3481,411,3,3055
2106,checkstyle,GenericWhitespaceCheckTest,12,0,1,0,0,8,0,129,437,10,52,4306,550,3,4623
2107,checkstyle,UnusedImportsCheckTest,14,0,0,0,0,12,0,160,715,10,65,6827,874,3,7932
2108,checkstyle,AllChecksTest,16,16,3,15,0,1,1,512,1550,16,186,31201,1296,3,16164
2109,checkstyle,CustomImportOrderCheckTest,43,0,4,0,0,32,0,736,2085,11,106,19825,2564,3,26556
2110,checkstyle,InterfaceMemberImpliedModifierCheckTest,24,0,1,0,0,22,0,306,1303,10,62,12039,1543,3,13457
2111,checkstyle,TestException,0,0,0,0,0,0,0,6,20,6,12,171,10,3,259
2112,checkstyle,AllTestsTest,5,15,4,2,0,0,2,305,695,15,63,8358,873,3,5205
2113,checkstyle,LocalVariableNameCheckTest,4,0,0,0,0,3,0,55,146,9,29,1344,189,3,1779
2114,checkstyle,NoCloneCheckTest,4,0,0,0,0,1,0,26,90,9,24,747,101,3,909
2115,checkstyle,ClassImportRuleTest,22,0,0,0,0,0,0,78,236,8,13,1767,266,2,2114
2116,checkstyle,ReceiverParameterTest,1,0,0,0,0,1,0,13,29,9,17,253,34,3,411
2117,checkstyle,RegexpHeaderCheckTest,32,0,4,0,0,20,0,414,873,11,70,8330,1174,4,10634
2118,checkstyle,JavaParserTest,14,0,0,0,0,0,0,97,269,10,60,2410,335,3,2865
2119,checkstyle,NonEmptyAtclauseDescriptionTest,2,0,0,1,0,2,0,55,170,12,28,1679,223,3,1704
2120,checkstyle,UniquePropertiesCheckTest,12,0,1,0,0,3,0,157,416,10,92,4096,560,3,4432
2121,checkstyle,FilterUtilTest,3,0,0,0,0,0,0,13,47,9,19,368,40,2,556
2122,checkstyle,UpperEllCheckTest,4,0,0,0,0,1,0,39,79,9,29,744,111,3,924
2123,checkstyle,LocalVariableNameTest,2,0,0,0,0,2,0,47,220,9,26,2145,271,3,2004
2124,checkstyle,DescendantTokenCheckTest,20,0,0,0,0,20,0,452,1012,9,42,9029,1271,3,11898
2125,checkstyle,LambdaParameterNameTest,1,0,0,0,0,1,0,25,91,9,25,879,113,3,985
2126,checkstyle,IndentationCheckTest,13,11,1,2,0,6,0,2749,9078,16,243,93927,10609,4,80403
2127,checkstyle,OneStatementPerLineTest,2,0,0,0,0,2,0,41,163,9,24,1616,206,3,1470
2128,checkstyle,FullIdentTest,5,0,0,0,0,0,0,126,285,11,59,2561,360,3,2591
2129,checkstyle,IllegalTokenTextTest,1,0,0,0,0,1,0,22,220,8,19,3416,238,3,1630
2130,checkstyle,SeparatorWrapTest,5,0,0,0,0,5,0,83,192,11,25,1930,283,3,2152
2131,checkstyle,IllegalTypeCheckTest,19,0,1,0,0,15,0,246,853,10,54,7708,1035,3,8980
2132,checkstyle,InputImportOrderStaticOnDemandGroupOrder,0,0,0,0,0,0,0,0,1,2,1,3,0,2,53
2133,checkstyle,AbstractModuleTestSupport,5,13,5,6,0,1,0,371,791,20,167,10330,854,3,10893
2134,checkstyle,AbstractViolationReporterTest,9,0,1,0,0,0,0,105,230,10,50,2073,263,3,2826
2135,checkstyle,PackageDeclarationCheckTest,12,0,0,0,0,9,0,115,263,9,37,2414,349,3,3473
2136,checkstyle,DesignForExtensionCheckTest,7,0,0,0,0,5,0,82,302,9,33,2797,366,3,3343
2137,checkstyle,InputImportOrderGetGroupNumber,0,0,0,0,0,0,0,0,1,2,1,3,0,2,43
2138,checkstyle,BlockCommentPositionTest,2,2,0,2,0,0,0,78,219,13,59,2345,239,3,2780
2139,checkstyle,FallThroughCheckTest,7,0,0,0,0,4,0,62,565,9,29,5669,605,3,5320
2140,checkstyle,XpathRegressionNestedTryDepthTest,0,0,0,0,0,0,0,19,59,11,25,559,70,3,840
2141,checkstyle,NoFinalizerTest,2,0,0,0,0,2,0,41,107,9,22,1020,149,3,1028
2142,checkstyle,ClassTypeParameterNameCheckTest,4,0,0,0,0,2,0,55,133,9,30,1264,182,3,1639
2143,checkstyle,DummyAbstractCheck,0,0,0,0,0,0,0,19,47,9,15,460,45,3,478
2144,checkstyle,IntMatchFilterTest,5,0,0,0,0,1,0,23,56,9,16,444,65,2,469
2145,checkstyle,TestBean,0,0,0,0,0,0,0,12,44,7,15,432,33,3,425
2146,checkstyle,NestedIfDepthCheckTest,5,0,0,0,0,2,0,39,96,9,28,825,117,3,1090
2147,checkstyle,NoWhitespaceBeforeTest,1,0,0,0,0,1,0,25,57,9,23,563,82,3,731
2148,checkstyle,ClassFanOutComplexityCheckTest,17,0,1,0,0,13,0,230,617,11,62,5695,782,3,7004
2149,checkstyle,SingleSpaceSeparatorCheckTest,8,0,0,0,0,7,0,86,387,9,31,3753,447,3,3721
2150,checkstyle,MagicNumberCheckTest,8,0,0,0,0,8,0,122,2190,9,25,24692,2271,3,16738
2151,checkstyle,IllegalThrowsCheckTest,9,0,0,0,0,6,0,97,258,9,32,2327,321,3,3386
2152,checkstyle,MethodCountCheckTest,10,0,0,0,0,8,0,148,396,9,46,3603,504,3,3886
2153,checkstyle,ReturnCountCheckTest,11,0,2,0,0,7,0,137,456,14,62,4274,561,3,4199
2154,checkstyle,ElementNodeTest,5,0,0,0,0,0,0,48,128,11,41,1168,162,3,1148
2155,checkstyle,InputCustomImportOrderDefault2,0,0,0,0,0,0,0,0,1,2,1,3,0,2,43
2156,checkstyle,LineCommentAtTheEndOfFileTest,1,0,0,0,0,1,0,13,29,9,17,268,34,4,496
2157,checkstyle,AtclauseOrderCheckTest,5,0,0,0,0,3,0,65,375,9,31,3959,428,3,3509
2158,checkstyle,JavadocVariableCheckTest,13,0,0,0,0,11,0,160,1144,9,45,11872,1278,3,11166
2159,checkstyle,SuppressWarningsCheckTest,38,0,0,0,0,38,0,485,4247,9,58,42702,4619,3,53453
2160,checkstyle,OmitMergeCommitsIterator,0,0,0,1,0,0,0,22,45,9,11,385,40,2,547
