Nº,Project,TestClassName,No. Tests,Vocabulary,Non Whithe Characters,No. Method Invoctions,AST size,Max Depth,Sum Depths,Avg Depth,Branching,Dexterity,No. Expressions,No. Try,No. Catch,No. Loop,No. Conditions,No. Else,Bad API,Junit,Hamcrest,Mockito
270,RxJava,PublicFinalMethods,5,25,583,10,89,17,416,4.674157303370786,1.4157303370786516,24,81,0,0,1,3,0,0,1,0,0
271,RxJava,FromArrayTckTest,0,12,220,2,13,7,85,6.538461538461538,3.6923076923076925,14,23,0,0,0,0,0,0,0,0,0
272,RxJava,CustomDriftScheduler,0,22,739,8,128,13,351,2.7421875,1.671875,20,99,0,0,0,0,0,0,0,0,0
273,RxJava,ForEachWhileObserver,0,32,1219,17,159,11,629,3.9559748427672954,2.4150943396226414,28,149,3,3,0,4,0,0,0,0,0
274,RxJava,DisposeAction,0,7,111,1,5,6,47,9.4,5.6,12,11,0,0,0,0,0,0,0,0,0
275,RxJava,FlowableAmbTest,29,203,14749,346,3003,21,7790,2.594072594072594,1.3506493506493507,43,2160,2,1,19,2,1,0,24,0,0
276,RxJava,BadObservableSubscribe2,0,21,429,5,41,9,203,4.951219512195122,1.853658536585366,24,41,1,1,0,1,1,0,0,0,0
277,RxJava,Function,0,7,376,0,0,5,36,0,0,11,14,0,0,0,0,0,0,0,0,0
278,RxJava,ObservableSerializeTest,4,92,7976,123,1061,29,3492,3.291234684260132,1.4382657869934024,43,868,9,8,5,9,3,0,15,0,0
279,RxJava,FlowableCount,0,32,888,7,66,10,390,5.909090909090909,4.015151515151516,26,94,0,0,0,1,0,0,0,0,0
280,RxJava,MaybeCache,0,50,2879,29,470,14,1665,3.5425531914893615,1.797872340425532,44,395,0,0,6,17,4,0,0,0,0
281,RxJava,ThreadSubscription,0,21,499,7,37,8,180,4.864864864864865,3.4594594594594597,21,49,0,0,0,0,0,0,0,0,0
282,RxJava,BlockingSubscriber,0,32,883,14,76,9,396,5.2105263157894735,4.2368421052631575,25,103,0,0,0,2,0,0,0,0,0
283,RxJava,FlowableEmitter,0,30,3192,0,0,5,99,0,0,17,87,0,0,0,0,0,0,0,0,0
284,RxJava,MergeWithObserver,0,63,3239,42,456,13,1550,3.3991228070175437,2.504385964912281,31,396,0,0,2,16,4,0,0,0,0
285,RxJava,FilterConditionalSubscriber,0,32,826,10,131,10,473,3.6106870229007635,1.6030534351145038,31,112,1,1,1,6,0,0,1,0,0
286,RxJava,ZipIterableTckTest,0,20,375,6,61,14,221,3.622950819672131,1.4426229508196722,22,54,0,0,0,0,0,0,0,0,0
287,RxJava,FlatMapCompletableMainSubscriber,0,76,2848,40,347,14,1317,3.7953890489913547,2.7809798270893373,32,343,1,1,0,11,6,0,0,0,0
288,RxJava,RangeSubscription,0,22,720,6,152,12,453,2.9802631578947367,1.1578947368421053,29,106,0,0,3,7,0,0,0,0,0
289,RxJava,LeftRightEndSubscriber,0,30,833,8,68,8,326,4.794117647058823,4.323529411764706,21,91,0,0,0,1,0,0,0,0,0
290,RxJava,MaybeTransformer,0,8,410,0,0,6,51,0,0,12,16,0,0,0,0,0,0,0,0,0
291,RxJava,FlowableElementAtTest,31,96,6686,184,1059,19,3435,3.2436260623229463,1.667610953729934,27,862,3,0,0,0,0,0,8,0,0
292,RxJava,UnboundedReplayBuffer,0,55,2178,26,500,19,1483,2.966,1.302,41,387,0,0,3,22,2,0,0,0,0
293,RxJava,TestSynchronousObservable,0,12,230,4,17,7,83,4.882352941176471,2.2941176470588234,14,22,0,0,0,0,0,0,0,0,0
294,RxJava,SkipUntilTckTest,0,12,187,3,15,8,78,5.2,2.7333333333333334,14,23,0,0,0,0,0,0,0,0,0
295,RxJava,ObserveOnConditionalSubscriber,0,72,2694,42,614,13,1554,2.530944625407166,1.0602605863192183,39,407,2,2,5,24,5,0,0,0,0
296,RxJava,TakeUntilOtherSubscriber,0,27,775,8,65,10,322,4.953846153846154,3.0615384615384613,23,77,0,0,0,2,0,0,0,0,0
297,RxJava,FlowableDistinctTest,13,94,4778,178,944,18,2453,2.5985169491525424,1.5985169491525424,30,778,1,0,0,1,0,0,2,0,0
298,RxJava,MaxRequestSubscription,0,10,155,1,8,7,59,7.375,4.625,13,15,0,0,0,0,0,0,0,0,0
299,RxJava,ConcatMapIterableTckTest,0,18,328,3,45,12,166,3.688888888888889,1.5333333333333334,16,36,0,0,0,0,0,0,0,0,0
300,RxJava,SingleFlatMapCallback,0,35,1556,15,134,11,740,5.522388059701493,3.4477611940298507,28,169,1,1,0,2,0,0,0,0,0
301,RxJava,MergeWithSingleTckTest,0,14,233,4,24,8,98,4.083333333333333,1.875,15,30,0,0,0,1,0,0,0,0,0
302,RxJava,MaybeFromFuture,0,29,865,12,122,14,458,3.7540983606557377,1.3934426229508197,32,105,1,1,0,6,2,0,0,0,0
303,RxJava,ImmediateThinSchedulerTest,6,28,1182,13,154,13,527,3.4220779220779223,1.4805194805194806,24,141,0,0,0,0,0,0,3,0,0
304,RxJava,MaybeFromSingle,0,28,1105,7,90,10,498,5.533333333333333,3.533333333333333,26,123,0,0,0,1,0,0,0,0,0
305,RxJava,MaybeOperator,0,8,498,0,0,7,65,0,0,13,18,0,0,0,0,0,0,0,0,0
306,RxJava,DoAfterTerminateObserver,0,26,853,11,85,9,382,4.4941176470588236,2.9647058823529413,23,97,1,1,0,1,0,0,0,0,0
307,RxJava,DistinctUntilChangedConditionalSubscriber,0,38,1168,12,180,11,657,3.65,1.8333333333333333,31,162,1,1,1,9,1,0,1,0,0
308,RxJava,SingleTakeUntilTest,34,98,12931,371,2268,16,5388,2.375661375661376,1.2530864197530864,28,1641,2,0,1,1,0,0,65,0,0
309,RxJava,BadToString,0,6,308,0,19,9,103,5.421052631578948,2.6315789473684212,20,18,0,0,0,1,1,0,0,0,0
310,RxJava,Node,0,5,159,0,7,7,81,11.571428571428571,7.142857142857143,17,17,0,0,0,0,0,0,0,0,0
311,RxJava,ObservableToFlowabeTestSync,0,55,2093,56,452,16,1132,2.504424778761062,1.3473451327433628,39,340,2,1,5,4,0,0,0,0,0
312,RxJava,ArrayListCapacityCallable,0,9,230,0,16,8,115,7.1875,3.5625,19,23,0,0,0,0,0,0,0,0,0
313,RxJava,FlowableToCompletableTest,6,37,1914,47,293,14,751,2.5631399317406145,1.0648464163822526,17,213,0,0,0,0,0,0,1,0,0
314,RxJava,CallableAsyncPerf,0,60,3627,66,389,11,1568,4.030848329048843,3.704370179948586,24,460,0,0,0,0,0,0,0,0,0
315,RxJava,LeftRightObserver,0,25,699,7,52,7,274,5.269230769230769,4.884615384615385,19,76,0,0,0,0,0,0,0,0,0
316,RxJava,InnerQueuedSubscriberSupport,0,11,315,0,0,6,93,0,0,12,20,0,0,0,0,0,0,0,0,0
317,RxJava,SwitchOnNextTckTest,0,13,203,4,14,9,84,6,2.7142857142857144,12,23,0,0,0,0,0,0,0,0,0
318,RxJava,SingleTimeout,0,47,2879,28,335,13,1379,4.116417910447761,2.644776119402985,27,364,0,0,0,7,3,0,0,0,0
319,RxJava,DisposeOnObserver,0,25,838,7,82,9,342,4.170731707317073,3.268292682926829,20,93,0,0,0,3,0,0,0,0,0
320,RxJava,BooleanSubscription,0,15,592,4,22,7,131,5.954545454545454,5.409090909090909,22,32,0,0,0,0,0,0,0,0,0
321,RxJava,FlowableCovarianceTest,8,92,4561,56,833,23,2863,3.436974789915966,1.3109243697478992,28,563,0,0,1,1,1,0,1,0,0
322,RxJava,EmptyDisposableTest,3,19,500,11,61,8,175,2.8688524590163933,1.2950819672131149,13,62,0,0,0,0,0,0,5,0,0
323,RxJava,FlowableRepeatWhen,0,68,3201,30,327,12,1444,4.415902140672783,3,35,354,1,1,1,4,0,0,0,0,0
324,RxJava,Array5Func,0,18,396,1,58,10,280,4.827586206896552,3.5344827586206895,30,82,0,0,0,1,0,0,0,0,0
325,RxJava,FlowableFirstTest,40,101,12301,452,2375,16,6380,2.686315789473684,1.5414736842105263,23,1897,0,0,0,0,0,0,0,0,0
326,RxJava,IncrementingIterator,0,11,211,1,15,6,88,5.866666666666666,4.333333333333333,17,23,0,0,0,0,0,0,0,0,0
327,RxJava,TimeoutMainObserver,0,37,2196,24,262,12,1045,3.9885496183206106,2.568702290076336,27,276,0,0,0,7,3,0,0,0,0
328,RxJava,CompletableTimeoutTest,8,83,2654,61,484,17,1352,2.793388429752066,1.165289256198347,29,359,2,0,1,1,0,0,3,0,0
329,RxJava,SerializedProcessor,0,39,2639,23,377,19,1375,3.647214854111406,1.4827586206896552,33,274,0,0,1,19,4,0,0,0,0
330,RxJava,BufferOpenSubscriber,0,30,809,8,62,7,315,5.080645161290323,4.419354838709677,24,87,0,0,0,0,0,0,0,0,0
331,RxJava,MissingBackpressureException,0,5,487,0,4,5,49,12.25,14,15,10,0,0,0,0,0,0,0,0,0
332,RxJava,MaybeSwitchIfEmptySingleTest,9,49,1702,52,318,14,977,3.0723270440251573,1.1918238993710693,28,248,0,0,1,0,0,0,3,0,0
333,RxJava,FlowableDoOnTest,5,39,1417,36,300,15,935,3.1166666666666667,0.9766666666666667,23,199,1,1,0,0,0,0,10,0,0
334,RxJava,BooleanSupplierPredicateReverse,0,10,262,1,13,7,101,7.769230769230769,4.6923076923076925,20,24,0,0,0,0,0,0,0,0,0
335,RxJava,ObservableFlatMapMaybeEmptyPerf,0,47,1465,12,186,15,739,3.9731182795698925,2.032258064516129,30,176,0,0,0,0,0,0,0,0,0
336,RxJava,TestResourceObserver,0,19,406,4,29,7,226,7.793103448275862,5.310344827586207,18,52,0,0,0,0,0,0,0,0,0
337,RxJava,ParallelFromArray,0,14,491,2,48,9,231,4.8125,2.3541666666666665,35,53,0,0,1,1,0,0,0,0,0
338,RxJava,FlowableBufferBoundarySupplier,0,83,3993,50,568,11,1981,3.487676056338028,2.186619718309859,33,504,4,4,0,12,0,0,0,0,0
339,RxJava,LinkedArrayList,0,21,1726,3,194,13,601,3.097938144329897,1.4896907216494846,34,139,0,0,1,3,2,0,0,0,0
340,RxJava,ObservableMergeDelayErrorTest,26,135,16002,470,2783,20,7331,2.634207689543658,1.4962270930650376,48,2192,6,6,3,4,2,0,6,0,0
341,RxJava,AbstractMaybeWithUpstream,0,8,393,0,10,7,115,11.5,7.7,20,27,0,0,0,0,0,0,0,0,0
342,RxJava,OnErrorReturnItemTckTest,0,11,188,2,12,8,74,6.166666666666667,3.1666666666666665,14,20,0,0,0,0,0,0,0,0,0
343,RxJava,MaybeTest,243,499,60787,1943,11351,20,33203,2.9251167298035416,3.8972777728834465,48,9037,11,4,3,5,0,0,148,0,0
344,RxJava,SingleSubscribeTest,15,76,4593,92,948,15,2688,2.8354430379746836,1.1677215189873418,36,641,5,1,0,1,0,0,21,0,0
345,RxJava,ObservableMaterialize,0,29,1103,13,105,10,523,4.980952380952381,2.9238095238095236,24,126,0,0,0,1,0,0,0,0,0
346,RxJava,JoinSupport,0,15,220,0,0,5,79,0,0,6,18,0,0,0,0,0,0,0,0,0
347,RxJava,InputWithIncrementingInteger,0,46,1527,8,121,9,649,5.363636363636363,3.5289256198347108,30,155,0,0,1,0,0,0,0,0,0
348,RxJava,TransformerTest,9,49,3110,41,599,15,1987,3.317195325542571,1.1702838063439065,24,364,5,5,0,0,0,0,10,0,0
349,RxJava,MaybeFlatMapIterableObservable,0,61,2500,25,335,12,1324,3.952238805970149,2.2955223880597013,37,306,3,3,1,9,0,0,0,0,0
350,RxJava,DisposableNotification,0,9,306,0,13,7,95,7.3076923076923075,5.3076923076923075,23,23,0,0,0,0,0,0,0,0,0
351,RxJava,ObservableOnErrorReturnTest,7,84,4092,99,803,19,2289,2.850560398505604,1.1195516811955168,38,555,4,4,1,2,0,0,4,0,0
352,RxJava,ResettableConnectable,0,7,948,0,0,5,25,0,0,11,10,0,0,0,0,0,0,0,0,0
353,RxJava,ObservableConcatTest,47,226,25871,685,5048,25,12656,2.507131537242472,1.5774564183835182,52,3681,14,14,5,12,1,0,24,0,0
354,RxJava,ObserverResourceWrapper,0,25,931,11,70,8,385,5.5,4.428571428571429,26,99,0,0,0,1,0,0,0,0,0
355,RxJava,ObservableFuseableTest,6,29,1880,59,341,16,895,2.624633431085044,2.6715542521994133,17,327,0,0,0,0,0,0,0,0,0
356,RxJava,MaybeFlatMapIterableObservableTest,18,92,6018,132,1267,23,4222,3.3322809786898184,1.180741910023678,30,852,0,0,0,0,0,0,3,0,0
357,RxJava,RetrySubscriber,0,43,1323,14,185,13,732,3.9567567567567568,2.2,35,172,1,1,1,7,1,0,0,0,0
358,RxJava,CompletableToFlowableTest,1,13,256,2,36,12,128,3.5555555555555554,1.25,16,21,0,0,0,0,0,0,0,0,0
359,RxJava,UnsubscribeOnSingleObserver,0,29,902,9,79,9,394,4.987341772151899,4.025316455696203,25,103,0,0,0,2,0,0,0,0,0
360,RxJava,ConcatMapDelayErrorObserver,0,75,3859,51,636,21,2148,3.3773584905660377,1.9103773584905661,39,524,3,3,1,19,4,0,0,0,0
361,RxJava,TakeUntilPerf,0,52,1305,18,189,15,717,3.7936507936507935,2.1481481481481484,28,182,0,0,4,0,0,0,0,0,0
362,RxJava,NewThreadSchedulerTest,4,41,1458,27,198,13,537,2.712121212121212,1.792929292929293,29,162,0,0,0,0,0,0,6,0,0
363,RxJava,MaybeContains,0,34,1440,9,118,10,595,5.0423728813559325,3.2966101694915255,27,158,0,0,0,1,0,0,0,0,0
364,RxJava,ScalarDisposable,0,36,1262,13,110,10,559,5.081818181818182,4.9818181818181815,31,139,0,0,0,4,0,0,0,0,0
365,RxJava,FlowableAsObservableTest,2,27,859,31,166,9,388,2.3373493975903616,1.0783132530120483,17,122,0,0,0,0,0,0,2,0,0
366,RxJava,CompletableFromObservable,0,22,707,4,44,9,293,6.659090909090909,4.613636363636363,19,70,0,0,0,0,0,0,0,0,0
367,RxJava,IntervalRangeObserver,0,25,710,7,77,10,332,4.311688311688312,2.896103896103896,25,84,0,0,0,2,0,0,0,0,0
368,RxJava,QueueDisposable,0,10,1607,0,0,4,22,0,0,12,22,0,0,0,0,0,0,0,0,0
369,RxJava,ObservableCombineLatestTest,42,249,27060,727,6024,21,14496,2.406374501992032,1.6103917662682603,44,4073,4,0,7,11,5,0,11,0,0
370,RxJava,ScheduledAction,0,19,801,9,88,9,294,3.340909090909091,1.75,23,77,0,0,0,5,0,0,0,0,0
371,RxJava,JavadocFindUnescapedAngleBrackets,1,52,1653,48,434,24,1225,2.8225806451612905,0.956221198156682,37,313,1,0,7,9,2,0,0,0,0
372,RxJava,CompletableOnSubscribe,0,6,393,0,0,5,28,0,0,11,10,0,0,0,0,0,0,0,0,0
373,RxJava,InnerQueuedSubscriber,0,48,1829,15,247,13,875,3.54251012145749,2.6477732793522266,33,226,0,0,0,9,3,0,0,0,0
374,RxJava,ImmediateThinWorker,0,18,600,1,23,7,194,8.434782608695652,7.739130434782608,16,58,0,0,0,0,0,0,0,0,0
375,RxJava,MaybeDelayOtherTest,14,70,3915,127,745,16,1954,2.6228187919463086,1.2161073825503357,21,552,0,0,0,0,0,0,19,0,0
376,RxJava,SampleMainNoLast,0,15,348,3,18,7,144,8,4.888888888888889,19,32,0,0,0,0,0,0,0,0,0
377,RxJava,FlowableWindowWithTimeTest,44,192,18920,449,3749,22,9681,2.582288610296079,1.6014937316617766,36,2761,5,1,2,5,0,1,24,0,0
378,RxJava,SingleUsingTest,17,91,6577,151,1091,25,3635,3.3318056828597618,1.4271310724106325,33,853,4,0,2,0,0,0,9,0,0
379,RxJava,FlowableOnBackpressureErrorTest,4,26,768,8,124,14,415,3.346774193548387,1.3548387096774193,18,84,0,0,0,0,0,0,0,0,0
380,RxJava,ParallelMapSubscriber,0,33,993,13,124,10,517,4.169354838709677,2.717741935483871,26,129,1,1,0,4,0,0,0,0,0
381,RxJava,SingleZipTest,10,53,3536,85,919,16,2272,2.4722524483133843,1.88139281828074,25,648,0,0,0,0,0,0,2,0,0
382,RxJava,MaybeCacheTest,12,82,4441,133,989,14,2557,2.5854398382204247,1.1274014155712841,36,661,1,1,2,0,0,0,15,0,0
383,RxJava,IterableIteratorNextThrows,0,10,353,0,37,12,148,4,1.6756756756756757,17,24,0,0,0,0,0,0,0,0,0
384,RxJava,ParallelFilter,0,44,2912,27,377,15,1561,4.140583554376658,1.976127320954907,45,352,2,2,1,13,1,0,0,0,0
385,RxJava,UnicastQueueSubscription,0,31,756,10,86,10,324,3.7674418604651163,2.0232558139534884,24,86,0,0,0,5,0,0,0,0,0
386,RxJava,ComputationSchedulerTests,7,84,3947,101,739,16,1888,2.554803788903924,1.3004059539918809,37,546,4,1,0,2,2,1,14,0,0
387,RxJava,InstantPeriodicTaskTest,8,52,4274,86,838,18,2548,3.0405727923627683,0.9582338902147971,26,546,8,0,2,0,0,0,18,0,0
388,RxJava,MaybeFlatMapCompletable,0,41,1633,14,129,11,646,5.007751937984496,3.3410852713178296,31,157,1,1,0,1,0,0,0,0,0
389,RxJava,FlattenIterableSubscriber,0,96,4661,76,941,16,2694,2.8629117959617427,1.658873538788523,41,706,4,4,3,37,3,0,0,0,0
390,RxJava,BoundedSubscriber,0,42,1916,29,254,13,1032,4.062992125984252,2.6653543307086616,31,245,4,4,0,5,2,0,0,0,0
391,RxJava,CompletableOnErrorXTest,2,19,422,10,70,15,248,3.5428571428571427,1.1,23,52,0,0,0,0,0,0,1,0,0
392,RxJava,BackpressureEnumTest,3,13,480,12,51,8,163,3.196078431372549,1.3725490196078431,12,52,0,0,0,0,0,0,6,0,0
393,RxJava,CompletableFromObservableTest,4,17,535,13,49,11,219,4.469387755102041,1.7142857142857142,16,55,0,0,0,0,0,0,0,0,0
394,RxJava,BaseArraySubscription,0,32,848,5,99,12,434,4.383838383838384,3.5454545454545454,31,105,0,0,0,4,1,0,0,0,0
395,RxJava,SerialDisposableTests,12,68,4035,98,695,18,1910,2.7482014388489207,1.2575539568345324,31,487,2,2,5,0,0,0,9,0,0
396,RxJava,MaybeFromRunnableTest,9,75,2636,69,492,21,1621,3.2947154471544717,1.079268292682927,38,353,2,1,1,0,0,0,11,0,0
397,RxJava,BasicFuseableObserverTest,2,24,886,5,166,11,418,2.5180722891566263,1.2469879518072289,23,97,0,0,0,0,0,0,0,0,0
